timestamp,users,changesets,map_changes,editors,tags_create,tags_modify,highway_len_m,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify
2023-04-06,1,5,31,"{""id "": 31}",{},"{""name"": 15, ""source"": 11, ""building"": 10, ""amenity"": 4, ""tourism"": 3, ""website"": 2, ""leisure"": 2, ""phone"": 1, ""department"": 1, ""division"": 1, ""office"": 1, ""toll free"": 1, ""layer"": 1, ""stars"": 1, ""name:en"": 1, ""barrier"": 1, ""description"": 1, ""contact:email"": 1, ""contact:phone"": 1, ""healthcare"": 1, ""operator"": 1, ""operator:type"": 1}",0,0,15,1,0,14,1,0,0,0,0,2,0,10,0,0,0,0,0,4
