timestamp,users,changesets,map_changes,tags_create,tags_modify,highway_len_m,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify
2023-03-06,22,99,14995,"{""building"": 1173, ""highway"": 168, ""source"": 46, ""amenity"": 10, ""addr:district"": 9, ""name"": 9, ""fixme"": 9, ""check_date"": 8, ""healthcare"": 8, ""note"": 8, ""phone"": 8, ""waterway"": 5, ""layer"": 4, ""oneway"": 4, ""bridge"": 2, ""railway"": 2, ""leisure"": 2, ""surface"": 2, ""tunnel"": 2, ""natural"": 2, ""addr:city"": 1, ""addr:street"": 1, ""denomination"": 1, ""religion"": 1, ""sport"": 1, ""building:levels"": 1, ""intermittent"": 1, ""covered"": 1, ""electrified"": 1, ""frequency"": 1, ""gauge"": 1, ""usage"": 1, ""voltage"": 1, ""landuse"": 1, ""type"": 1}","{""building"": 330, ""highway"": 296, ""source"": 256, ""name"": 23, ""surface"": 21, ""oneway"": 19, ""landuse"": 10, ""ref"": 10, ""railway"": 9, ""service"": 5, ""lanes"": 3, ""electrified"": 3, ""gauge"": 3, ""man_made"": 2, ""tower:type"": 2, ""natural"": 2, ""layer"": 2, ""voltage"": 2, ""waterway"": 2, ""damage:date"": 2, ""damage:event"": 2, ""damage:type"": 2, ""destroyed:building"": 2, ""earthquake:damage"": 2, ""alt_name"": 1, ""int_name"": 1, ""name:ar"": 1, ""name:ar1"": 1, ""name:de"": 1, ""name:en"": 1, ""name:fr"": 1, ""place"": 1, ""network"": 1, ""operator"": 1, ""public_transport"": 1, ""train"": 1, ""amenity"": 1, ""fixme"": 1, ""maxspeed"": 1, ""addr:city"": 1, ""addr:district"": 1, ""addr:street"": 1, ""power"": 1, ""tunnel"": 1, ""frequency"": 1, ""usage"": 1, ""building:levels"": 1}",39779,8051,4944,0,1352,647,0,1,0,0,11,10,1173,330,168,296,5,2,10,1
2023-03-07,194,1102,171666,"{""building"": 17888, ""highway"": 1249, ""source"": 580, ""name"": 54, ""waterway"": 39, ""landuse"": 38, ""layer"": 37, ""surface"": 25, ""barrier"": 16, ""bridge"": 14, ""intermittent"": 13, ""tunnel"": 12, ""area"": 12, ""type"": 8, ""power"": 7, ""construction"": 7, ""natural"": 7, ""service"": 6, ""building:levels"": 6, ""ford"": 5, ""oneway"": 5, ""water"": 5, ""destroyed:building"": 4, ""leisure"": 4, ""emergency"": 3, ""ref"": 3, ""noexit"": 2, ""addr:district"": 2, ""fixme"": 2, ""check_date"": 1, ""note"": 1, ""phone"": 1, ""shop"": 1, ""farmland"": 1, ""description"": 1, ""covered"": 1, ""access"": 1, ""embankment"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:neighbourhood"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""opening_hours"": 1, ""operator"": 1}","{""building"": 2006, ""highway"": 1697, ""source"": 1114, ""residential"": 229, ""surface"": 163, ""landuse"": 152, ""name"": 78, ""construction"": 68, ""oneway"": 49, ""waterway"": 27, ""boundary"": 25, ""admin_level"": 22, ""ref"": 19, ""name:en"": 17, ""layer"": 16, ""name:ar"": 15, ""railway"": 14, ""amenity"": 12, ""barrier"": 11, ""place"": 10, ""natural"": 10, ""wikidata"": 10, ""wikipedia"": 10, ""type"": 9, ""int_ref"": 8, ""service"": 8, ""maxspeed"": 7, ""name:ku"": 7, ""religion"": 6, ""intermittent"": 6, ""name:tr"": 6, ""bridge"": 5, ""area"": 5, ""alt_name"": 4, ""name:de"": 4, ""name:ru"": 4, ""man_made"": 4, ""tunnel"": 4, ""name:fa"": 4, ""name:ur"": 4, ""name:zh"": 4, ""old_name"": 4, ""lanes"": 4, ""fixme"": 3, ""noname"": 3, ""embankment"": 3, ""name:uk"": 3, ""frequency"": 3, ""electrified"": 3, ""gauge"": 3, ""usage"": 3, ""access"": 3, ""level"": 2, ""left:governate"": 2, ""right:governate"": 2, ""boat"": 2, ""name:azb"": 2, ""name:be"": 2, ""name:es"": 2, ""name:gr"": 2, ""name:grc"": 2, ""name:sr"": 2, ""Dalbiyah"": 2, ""tracktype"": 2, ""ref:ar"": 2, ""leisure"": 2, ""building:levels"": 2, ""damage:date"": 2, ""damage:event"": 2, ""damage:type"": 2, ""destroyed:building"": 2, ""earthquake:damage"": 2, ""int_name"": 1, ""is_in"": 1, ""name:ar1"": 1, ""name:fr"": 1, ""short_name:ar"": 1, ""flood_prone"": 1, ""water"": 1, ""trees"": 1, ""ford"": 1, ""healthcare"": 1, ""phone"": 1, ""cables"": 1, ""power"": 1, ""voltage"": 1, ""border_type"": 1, ""historic"": 1, ""name:bg"": 1, ""name:he"": 1, ""name:hu"": 1, ""name:ja"": 1, ""name:lt"": 1, ""tourism"": 1, ""bicycle"": 1, ""foot"": 1, ""horse"": 1, ""denomination"": 1, ""old_ref"": 1, ""old_ref:ar"": 1, ""sport"": 1, ""road"": 1, ""parent_basin"": 1}",228000,101701,46700,0,19310,3938,0,8,9,0,15,21,17888,2006,1249,1697,39,27,0,12
