rank,uid,profile,start_date,end_date,name,changesets,map_changes,highway_len_m,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,countries,editors,hashtags,tags_create,tags_modify
526,18545638,https://www.openstreetmap.org/user/robcmich,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,robcmich,96.0,6801.0,0.0,5191.0,426.0,61.0,1031.0,88.0,4.0,0.0,0.0,0.0,0.0,0.0,1031.0,77.0,0.0,7.0,0.0,0.0,0.0,2.0,"Turkey,Syrian Arab Republic",iD 2.21.1,"#OMHAP,#Syria,#hotosm-project-14246,#hotosm-project-14311,#AKDN,#MissingMaps,#TürkiyeEQ060223,#hotosm-project-14232,#hotosm-project-14245","{""building"": 1031, ""layer"": 14, ""height"": 2}","{""building"": 77, ""highway"": 7, ""layer"": 5, ""amenity"": 2, ""source"": 2, ""residential"": 2, ""landuse"": 2}"
527,1598566,https://www.openstreetmap.org/user/Tedesco,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Tedesco,32.0,6788.0,15940.0,5118.0,582.0,63.0,920.0,91.0,13.0,1.0,0.0,0.0,2.0,0.0,844.0,30.0,77.0,49.0,0.0,2.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#hotosm-project-14226,#hotosm-project-14220,#awsmapathon,#OMHAP,#Syria,#hotosm-project-14221,#yercizenler,#turkiye,#hotosm-project-14230,#AKDN,#hotosm-project-14234,#hotosm-project-14218,#helpngo,#MissingMaps,#turkey,#TürkiyeEQ060223","{""building"": 844, ""source"": 781, ""highway"": 77, ""building:levels"": 5, ""ford"": 2, ""type"": 1, ""ruined"": 1, ""surface"": 1}","{""highway"": 49, ""source"": 40, ""building"": 30, ""name"": 7, ""landuse"": 6, ""waterway"": 2, ""ref"": 2, ""barrier"": 1, ""residential"": 1}"
528,11886263,https://www.openstreetmap.org/user/Alidagg,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Alidagg,34.0,6777.0,778.0,3719.0,2010.0,73.0,914.0,56.0,5.0,0.0,0.0,0.0,0.0,0.0,898.0,8.0,16.0,42.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14234,#turkey,#hotosm-project-14235,#TürkiyeEQ060223","{""building"": 898, ""highway"": 16, ""layer"": 1, ""name"": 1}","{""highway"": 42, ""source"": 22, ""building"": 8, ""name"": 7, ""landuse"": 5, ""oneway"": 4, ""lanes"": 3, ""surface"": 3, ""boundary"": 1, ""admin_level"": 1, ""layer"": 1, ""bridge"": 1}"
529,4151705,https://www.openstreetmap.org/user/wcreasy,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,wcreasy,43.0,6769.0,6724.0,5096.0,493.0,23.0,1136.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,1108.0,3.0,28.0,11.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#yercizenler,#OMHAP,#Syria,#turkiye,#hotosm-project-14246,#hotosm-project-14233,#turkey,#TürkiyeEQ060223","{""building"": 1108, ""source"": 265, ""highway"": 28}","{""highway"": 11, ""source"": 8, ""landuse"": 4, ""building"": 3}"
530,17263303,https://www.openstreetmap.org/user/Bilg,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Bilg,27.0,6730.0,908.0,4846.0,106.0,692.0,942.0,14.0,127.0,2.0,0.0,1.0,2.0,1.0,913.0,2.0,11.0,11.0,0.0,0.0,2.0,2.0,Turkey,"iD 2.24.2,RapiD 1.1.9-tm.1","#yercizenler,#turkiye,#hotosm-project-14234,#hotosm-project-14219,#hotosm,#turkey,#hotosm-project-14235,#TürkiyeEQ060223","{""source"": 920, ""building"": 913, ""area"": 15, ""highway"": 11, ""amenity"": 2, ""type"": 2, ""fixme"": 2, ""layer"": 2, ""name"": 2, ""check_date"": 2, ""addr:district"": 2, ""note"": 2, ""healthcare"": 2}","{""highway"": 11, ""source"": 6, ""name"": 3, ""amenity"": 2, ""building"": 2, ""boundary"": 1, ""admin_level"": 1, ""fixme"": 1, ""check_date"": 1, ""service"": 1, ""addr:district"": 1, ""phone"": 1, ""note"": 1, ""healthcare"": 1}"
531,1804978,https://www.openstreetmap.org/user/Arjun24,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Arjun24,11.0,6727.0,1027.0,5059.0,286.0,173.0,1166.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,1158.0,6.0,7.0,13.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic",JOSM/1.5 (18646 fr),"#hotosm-project-14226,#awsmapathon,#OMHAP,#Syria,#hotosm-project-14221,#yercizenler,#turkiye,#AKDN,#hotosm-project-14234,#hotosm-project-14218,#helpngo,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 1158, ""highway"": 7, ""source"": 4}","{""highway"": 13, ""building"": 6, ""source"": 2, ""landuse"": 1, ""name"": 1}"
532,18424512,https://www.openstreetmap.org/user/Junoviz,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Junoviz,249.0,6722.0,4439.0,4555.0,904.0,216.0,933.0,77.0,37.0,0.0,0.0,0.0,0.0,1.0,891.0,16.0,41.0,54.0,0.0,1.0,0.0,2.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#hotosm-project-14226,#awsmapathon,#OMHAP,#Syria,#hotosm-project-14221,#yercizenler,#turkiye,#uhuzam,#hotosm-project-14264,#AKDN,#hotosm-project-14234,#cscrs,#helpngo,#turkey,#TürkiyeEQ060223,#hotosm-project-14232,#hotosm-project-14245","{""building"": 891, ""source"": 84, ""highway"": 41, ""oneway"": 1, ""landuse"": 1}","{""highway"": 54, ""source"": 16, ""building"": 16, ""oneway"": 5, ""boundary"": 2, ""admin_level"": 2, ""landuse"": 2, ""amenity"": 2, ""leisure"": 2, ""name"": 2, ""waterway"": 1, ""surface"": 1, ""layer"": 1, ""religion"": 1, ""service"": 1, ""phone"": 1, ""healthcare"": 1}"
533,6276101,https://www.openstreetmap.org/user/senasena,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,senasena,44.0,6705.0,47980.0,4629.0,375.0,726.0,838.0,67.0,70.0,0.0,0.0,0.0,0.0,0.0,674.0,3.0,164.0,59.0,0.0,0.0,0.0,1.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14234,#hotosm-project-14218,#turkey,#hotosm-project-14235,#TürkiyeEQ060223","{""building"": 674, ""highway"": 164, ""source"": 126}","{""highway"": 59, ""source"": 22, ""surface"": 4, ""name"": 3, ""building"": 3, ""landuse"": 3, ""lanes"": 2, ""embankment"": 2, ""boundary"": 1, ""amenity"": 1, ""oneway"": 1}"
534,2015671,https://www.openstreetmap.org/user/sis651,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,sis651,4.0,6701.0,28493.0,5000.0,175.0,379.0,1025.0,32.0,90.0,0.0,0.0,0.0,37.0,0.0,918.0,4.0,102.0,25.0,1.0,3.0,0.0,1.0,Turkey,JOSM/1.5 (18531 Debian en),"#yercizenler,#turkiye,#turkey,#hotosm-project-14235,#TürkiyeEQ060223","{""source"": 993, ""building"": 918, ""highway"": 102, ""smoothness"": 50, ""power"": 21, ""material"": 20, ""name"": 14, ""natural"": 9, ""place"": 6, ""landuse"": 3, ""tunnel"": 1, ""waterway"": 1, ""intermittent"": 1, ""layer"": 1, ""cables"": 1, ""voltage"": 1, ""circuits"": 1, ""advertising"": 1, ""frequency"": 1, ""barrier"": 1, ""wires"": 1}","{""highway"": 25, ""source"": 13, ""building"": 4, ""waterway"": 3, ""usage"": 3, ""name"": 3, ""oneway"": 2, ""surface"": 2, ""ref"": 2, ""int_ref"": 2, ""tunnel"": 1, ""denomination"": 1, ""layer"": 1, ""name:ku"": 1, ""amenity"": 1, ""religion"": 1, ""barrier"": 1}"
535,132640,https://www.openstreetmap.org/user/tilt,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,tilt,41.0,6684.0,25001.0,5090.0,284.0,271.0,957.0,40.0,42.0,0.0,0.0,0.0,3.0,0.0,863.0,2.0,94.0,36.0,0.0,1.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#awsmapathon,#yercizenler,#turkiye,#hotosm-project-14221,#hotosm-project-14225,#hotosm-project-14219,#hotosm-project-14218,#helpngo,#turkey,#TürkiyeEQ060223","{""source"": 907, ""building"": 863, ""highway"": 94, ""ford"": 3}","{""highway"": 36, ""source"": 28, ""oneway"": 5, ""ref"": 2, ""building"": 2, ""surface"": 2, ""waterway"": 1, ""fixme"": 1, ""intermittent"": 1, ""landuse"": 1}"
536,18416693,https://www.openstreetmap.org/user/s%C3%BCreyya11,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,süreyya11,26.0,6653.0,12596.0,5403.0,104.0,12.0,1102.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,1007.0,6.0,95.0,23.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14220,#yercizenler,#turkiye,#hotosm-project-14234,#turkey,#TürkiyeEQ060223","{""building"": 1007, ""source"": 886, ""highway"": 95}","{""highway"": 23, ""source"": 18, ""building"": 6, ""landuse"": 2, ""name"": 1}"
537,661217,https://www.openstreetmap.org/user/Tibo5150,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Tibo5150,65.0,6621.0,8186.0,4354.0,1129.0,232.0,764.0,111.0,31.0,0.0,0.0,0.0,0.0,0.0,743.0,80.0,21.0,25.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic",JOSM/1.5 (18646 fr),"#yercizenler,#OMHAP,#Syria,#MissingMaps,#hotosm-project-14235,#TürkiyeEQ060223,#hotosm-project-14245","{""building"": 743, ""highway"": 21}","{""building"": 80, ""highway"": 25, ""source"": 8, ""landuse"": 6, ""layer"": 2, ""bridge"": 1}"
538,8817924,https://www.openstreetmap.org/user/LucyD1,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,LucyD1,17.0,6621.0,589.0,5788.0,45.0,18.0,754.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,1.0,10.0,12.0,0.0,0.0,1.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#yercizenler,#OMHAP,#Syria,#turkiye,#womblemappers,#AKDN,#hotosm-project-14234,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 743, ""highway"": 10, ""amenity"": 1}","{""highway"": 12, ""landuse"": 3, ""name:en"": 2, ""name"": 2, ""building"": 1, ""source"": 1}"
539,18424812,https://www.openstreetmap.org/user/%C3%9Cmran%20Cengiz,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Ümran Cengiz,41.0,6599.0,20044.0,4837.0,646.0,20.0,1005.0,80.0,11.0,0.0,0.0,0.0,0.0,1.0,877.0,11.0,128.0,65.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#awsmapathon,#yercizenler,#turkiye,#hotosm-project-14234,#helpngo,#Yolları,#turkey,#hotosm-project-14235,#TürkiyeEQ060223,#binalar","{""building"": 877, ""highway"": 128, ""source"": 124, ""greenhouse"": 1, ""note"": 1}","{""highway"": 65, ""source"": 51, ""building"": 11, ""name"": 7, ""oneway"": 3, ""landuse"": 3, ""name:ku"": 2, ""ref"": 2, ""place"": 1, ""barrier"": 1, ""surface"": 1, ""power"": 1, ""foot"": 1}"
540,13337609,https://www.openstreetmap.org/user/mburaks,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,mburaks,39.0,6582.0,54656.0,5068.0,214.0,44.0,1116.0,113.0,4.0,22.0,1.0,0.0,0.0,0.0,880.0,3.0,236.0,95.0,0.0,1.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#yercizenler,#awsmapathon,#turkiye,#hotosm-project-14234,#helpngo,#turkey,#TürkiyeEQ060223","{""building"": 880, ""highway"": 236, ""source"": 56, ""restriction"": 22, ""type"": 22, ""oneway"": 8, ""name"": 7, ""ref"": 4, ""lanes"": 2, ""int_ref"": 2, ""layer"": 2, ""name:ku"": 2, ""surface"": 1, ""maxspeed"": 1}","{""highway"": 95, ""source"": 58, ""landuse"": 11, ""surface"": 10, ""oneway"": 5, ""ref"": 5, ""name"": 5, ""railway"": 3, ""building"": 3, ""name:ku"": 2, ""usage"": 2, ""voltage"": 2, ""gauge"": 2, ""frequency"": 2, ""electrified"": 2, ""int_ref"": 2, ""lanes"": 2, ""wikidata"": 1, ""waterway"": 1, ""type"": 1, ""train"": 1, ""network"": 1, ""operator"": 1, ""description"": 1, ""layer"": 1, ""public_transport"": 1, ""wikipedia"": 1, ""maxspeed"": 1, ""route"": 1}"
541,1803111,https://www.openstreetmap.org/user/redosm01,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,redosm01,172.0,6576.0,0.0,4636.0,879.0,224.0,729.0,81.0,27.0,0.0,0.0,0.0,1.0,4.0,723.0,60.0,4.0,20.0,0.0,0.0,0.0,0.0,Turkey,"JOSM/1.5 (18646 en_GB),JOSM/1.5 (18678 en_GB),JOSM/1.5 (17919 en_GB)","#yercizenler,#turkiye,#hotosm-project-14221,#hotosm-project-14233,#turkey,#hotosm-project-14235,#TürkiyeEQ060223","{""building"": 723, ""highway"": 4, ""building:part"": 3, ""historic"": 1}","{""building"": 60, ""highway"": 20, ""source"": 8, ""power"": 5, ""boundary"": 1, ""voltage"": 1, ""name"": 1}"
542,18424143,https://www.openstreetmap.org/user/gekinoks,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,gekinoks,43.0,6559.0,13973.0,5150.0,135.0,155.0,1056.0,36.0,27.0,0.0,0.0,0.0,0.0,0.0,1002.0,2.0,54.0,34.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#awsmapathon,#yercizenler,#turkiye,#hotosm-project-14225,#hotosm-project-14234,#helpngo,#turkey,#hotosm-project-14235,#TürkiyeEQ060223","{""building"": 1002, ""source"": 919, ""highway"": 54, ""layer"": 2, ""name"": 2}","{""highway"": 34, ""source"": 12, ""oneway"": 6, ""name"": 3, ""ref"": 2, ""building"": 2, ""lanes"": 1, ""int_ref"": 1, ""surface"": 1, ""name:ku"": 1}"
543,10136812,https://www.openstreetmap.org/user/lxlahr3,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,lxlahr3,29.0,6534.0,436.0,4738.0,391.0,141.0,1179.0,55.0,30.0,0.0,0.0,0.0,0.0,0.0,1166.0,12.0,13.0,38.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#yercizenler,#hotosm-project-14235","{""building"": 1166, ""highway"": 13}","{""highway"": 38, ""building"": 12, ""boundary"": 5}"
544,2898171,https://www.openstreetmap.org/user/GeoFrizz,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,GeoFrizz,6.0,6522.0,7416.0,4570.0,704.0,0.0,1034.0,213.0,1.0,0.0,0.0,0.0,0.0,0.0,967.0,204.0,66.0,3.0,0.0,0.0,0.0,1.0,"Turkey,Syrian Arab Republic","JOSM/1.5 (18662 en),JOSM/1.5 (18651 en)","#UNMappers,#yercizenler,#OMHAP,#Syria,#turkiye,#hotosm-project-14246,#uhuzam,#cscrs,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14256","{""building"": 967, ""highway"": 66, ""damage:type"": 9, ""damage:event"": 9, ""damage:date"": 9, ""earthquake:damage"": 9}","{""building"": 204, ""damage:date"": 186, ""damage:type"": 186, ""damage:event"": 186, ""earthquake:damage"": 186, ""source"": 15, ""landuse"": 4, ""name"": 4, ""highway"": 3, ""boundary"": 2, ""admin_level"": 2, ""layer"": 2, ""residential"": 2, ""oneway"": 1, ""denomination"": 1, ""addr:city"": 1, ""motor_vehicle"": 1, ""amenity"": 1, ""religion"": 1}"
545,13357545,https://www.openstreetmap.org/user/DerSchmopf,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,DerSchmopf,27.0,6512.0,125787.0,5396.0,149.0,119.0,758.0,72.0,18.0,0.0,0.0,0.0,0.0,1.0,400.0,5.0,358.0,65.0,0.0,0.0,0.0,1.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14220,#yercizenler,#turkiye,#hotosm-project-14234,#hotosm-project-14219,#hotosm-project-14218,#turkey,#TürkiyeEQ060223","{""building"": 400, ""source"": 374, ""highway"": 358, ""service"": 8, ""bridge"": 1, ""layer"": 1}","{""highway"": 65, ""source"": 51, ""building"": 5, ""ref"": 4, ""oneway"": 2, ""name"": 2, ""demolished:highway"": 2, ""surface"": 2, ""ref:ar"": 2, ""note"": 2, ""amenity"": 1, ""service"": 1, ""landuse"": 1, ""lanes"": 1, ""maxspeed"": 1}"
546,12374753,https://www.openstreetmap.org/user/pencilsorgeon,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,pencilsorgeon,33.0,6503.0,22.0,5284.0,232.0,0.0,982.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,981.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#yercizenler,#OMHAP,#Syria,#turkiye,#hotosm-project-14311,#AKDN,#MissingMaps,#turkey,#hotosm-project-14235,#hotosm-project-14232,#TürkiyeEQ060223,#hotosm-project-14262","{""building"": 981, ""source"": 271, ""highway"": 1}","{""building"": 3, ""highway"": 2}"
547,18461710,https://www.openstreetmap.org/user/Geonateural,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Geonateural,36.0,6493.0,23784.0,5031.0,467.0,43.0,915.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,819.0,6.0,90.0,27.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#hotosm-project-14226,#awsmapathon,#OMHAP,#Syria,#turkiye,#hotosm-project-14246,#AKDN,#helpngo,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14232,#hotosm-project-14245","{""building"": 819, ""source"": 216, ""highway"": 90, ""barrier"": 6}","{""highway"": 27, ""source"": 16, ""building"": 6, ""oneway"": 5, ""parking:lane:left"": 3, ""parking:lane:right"": 3, ""parking:condition:left"": 2, ""parking:condition:right:vehicles"": 1, ""parking:condition:both"": 1, ""tracktype"": 1, ""landuse"": 1, ""lanes"": 1, ""parking:condition:right"": 1}"
548,18433881,https://www.openstreetmap.org/user/EsinKaraosman,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,EsinKaraosman,17.0,6461.0,28157.0,4960.0,301.0,122.0,996.0,57.0,21.0,2.0,2.0,0.0,2.0,1.0,909.0,9.0,82.0,43.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#awsmapathon,#yercizenler,#turkiye,#hotosm-project-14225,#hotosm-project-14234,#helpngo,#turkey,#hotosm-project-14235,#TürkiyeEQ060223,#hotosm-project-14262","{""building"": 909, ""source"": 230, ""highway"": 82, ""landuse"": 3, ""type"": 2, ""natural"": 2, ""ref"": 1, ""name"": 1}","{""highway"": 43, ""name"": 10, ""building"": 9, ""source"": 6, ""motor_vehicle"": 4, ""boundary"": 2, ""type"": 2, ""network"": 2, ""surface"": 2, ""description"": 2, ""landuse"": 2, ""route"": 2, ""oneway"": 1, ""man_made"": 1, ""operator"": 1, ""layer"": 1, ""foot"": 1, ""place"": 1, ""location"": 1, ""substance"": 1}"
549,12913811,https://www.openstreetmap.org/user/LibertadCC,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,LibertadCC,38.0,6447.0,53781.0,5402.0,19.0,83.0,872.0,53.0,18.0,0.0,0.0,0.0,0.0,0.0,694.0,0.0,178.0,44.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#hotosm-project-14226,#awsmapathon,#OMHAP,#Syria,#yercizenler,#turkiye,#hotosm-project-14246,#AKDN,#hotosm-project-14234,#helpngo,#turkey,#hotosm-project-14235,#hotosm-project-14232,#TürkiyeEQ060223,#hotosm-project-14245","{""building"": 694, ""source"": 188, ""highway"": 178, ""layer"": 1}","{""highway"": 44, ""source"": 28, ""landuse"": 7, ""surface"": 2, ""residential"": 2}"
550,18000832,https://www.openstreetmap.org/user/EStrockbine,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,EStrockbine,31.0,6424.0,47271.0,4727.0,809.0,64.0,738.0,68.0,16.0,0.0,2.0,0.0,1.0,1.0,585.0,24.0,152.0,39.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic",RapiD 1.1.9-tm.1,"#hotosm-project-14220,#yercizenler,#OMHAP,#Syria,#turkiye,#AKDN,#hotosm-project-14234,#hotosm-project-14219,#hotosm-project-14218,#turkey,#hotosm-project-14235,#hotosm-project-14232,#TürkiyeEQ060223","{""building"": 585, ""source"": 487, ""highway"": 152, ""surface"": 18, ""water"": 1, ""layer"": 1, ""railway"": 1, ""bridge"": 1}","{""highway"": 39, ""source"": 34, ""building"": 24, ""surface"": 10, ""name"": 7, ""landuse"": 4, ""operator:wikidata"": 2, ""type"": 2, ""network"": 2, ""operator"": 2, ""name:en"": 2, ""to"": 2, ""ref"": 2, ""from"": 2, ""route"": 2, ""oneway"": 1, ""railway"": 1, ""layer"": 1, ""lanes"": 1}"
551,14927325,https://www.openstreetmap.org/user/Ponsyano,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Ponsyano,45.0,6394.0,24319.0,5300.0,39.0,194.0,835.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,778.0,0.0,57.0,6.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#yercizenler,#OMHAP,#Syria,#hotosm-project-14221,#turkiye,#hotosm-project-14311,#AKDN,#hotosm-project-14219,#hotosm-project-14218,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14232,#hotosm-project-14262","{""building"": 778, ""highway"": 57, ""source"": 1}","{""highway"": 6, ""source"": 6, ""landuse"": 3, ""name"": 3, ""voltage"": 2, ""left:governate"": 1, ""right:governate"": 1, ""lanes"": 1, ""boundary"": 1, ""oneway"": 1, ""admin_level"": 1, ""type"": 1, ""man_made"": 1, ""railway"": 1, ""name:en"": 1, ""name:ku"": 1, ""usage"": 1, ""place"": 1, ""length"": 1, ""gauge"": 1, ""ref"": 1, ""frequency"": 1, ""electrified"": 1, ""power"": 1, ""cables"": 1}"
552,6274896,https://www.openstreetmap.org/user/Jean%20LUQUET,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Jean LUQUET,76.0,6352.0,9960.0,4403.0,1064.0,22.0,744.0,113.0,6.0,0.0,0.0,0.0,0.0,1.0,727.0,60.0,17.0,37.0,0.0,0.0,0.0,0.0,Turkey,"JOSM/1.5 (18646 fr),RapiD 1.1.9-tm.1","#yercizenler,#turkiye,#hotosm-project-14221,#hotosm-project-14233,#hotosm-project-14234,#hotosm-project-14218,#turkey,#TürkiyeEQ060223","{""building"": 727, ""source"": 37, ""highway"": 17}","{""source"": 94, ""building"": 60, ""highway"": 37, ""landuse"": 14, ""boundary"": 1, ""admin_level"": 1, ""oneway"": 1, ""service"": 1}"
553,4941916,https://www.openstreetmap.org/user/GeoConor,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,GeoConor,157.0,6345.0,25932.0,3977.0,1156.0,158.0,864.0,166.0,24.0,0.0,0.0,0.0,20.0,3.0,753.0,73.0,111.0,50.0,0.0,1.0,20.0,3.0,"Turkey,Syrian Arab Republic","iD 2.21.1,JOSM/1.5 (18646 en_GB),iD 2.24.2,RapiD 1.1.9-tm.1","#hotosm-project-14226,#awsmapathon,#OMHAP,#roadsedited,#Syria,#yercizenler,#turkiye,#AKDN,#helpngo,#hotosm,#buildingsadded,#turkey,#unmappers,#hotosm-project-14232,#mappingforTürkiye,#hotosm-project-14245,#TürkiyeEQ060223","{""building"": 753, ""highway"": 111, ""source"": 60, ""addr:district"": 20, ""note"": 20, ""amenity"": 20, ""fixme"": 20, ""name"": 20, ""check_date"": 20, ""healthcare"": 20, ""earthquake:damage"": 3, ""damage:date"": 3, ""damage:type"": 3, ""damage:event"": 3, ""oneway"": 1, ""ref"": 1, ""int_ref"": 1}","{""source"": 111, ""damage:date"": 88, ""damage:type"": 88, ""damage:event"": 88, ""earthquake:damage"": 88, ""building"": 73, ""highway"": 50, ""destroyed:building"": 36, ""name"": 9, ""landuse"": 5, ""oneway"": 4, ""addr:district"": 3, ""note"": 3, ""amenity"": 3, ""fixme"": 3, ""healthcare"": 3, ""ref"": 3, ""check_date"": 3, ""int_ref"": 2, ""boundary"": 1, ""waterway"": 1, ""admin_level"": 1, ""junction"": 1, ""natural"": 1}"
554,18426048,https://www.openstreetmap.org/user/Justin%20Adams,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Justin Adams,33.0,6341.0,31918.0,4893.0,415.0,81.0,904.0,41.0,7.0,0.0,0.0,0.0,0.0,0.0,806.0,5.0,98.0,23.0,0.0,0.0,0.0,1.0,"Turkey,Syrian Arab Republic","iD 2.21.1,iD 2.24.2,RapiD 1.1.9-tm.1","#yercizenler,#OMHAP,#Syria,#turkiye,#AKDN,#turkey,#hotosm-project-14235,#hotosm-project-14232,#TürkiyeEQ060223,#hotosm-project-14262","{""building"": 806, ""source"": 532, ""highway"": 98, ""layer"": 39}","{""highway"": 23, ""source"": 16, ""landuse"": 8, ""building"": 5, ""name"": 3, ""boundary"": 2, ""layer"": 2, ""admin_level"": 1, ""type"": 1, ""man_made"": 1, ""damage_gra"": 1, ""surface"": 1, ""damage:date"": 1, ""voltage"": 1, ""amenity"": 1, ""damage:type"": 1, ""location"": 1, ""damage:event"": 1, ""MCM"": 1, ""residential"": 1, ""power"": 1, ""substance"": 1, ""operator"": 1, ""earthquake:damage"": 1}"
555,18420598,https://www.openstreetmap.org/user/eademiroz,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,eademiroz,27.0,6340.0,47406.0,5040.0,377.0,42.0,803.0,72.0,6.0,0.0,0.0,0.0,1.0,0.0,638.0,6.0,165.0,64.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14220,#yercizenler,#turkiye,#hotosm-project-14234,#turkey,#TürkiyeEQ060223","{""building"": 638, ""source"": 279, ""highway"": 165, ""surface"": 4, ""ford"": 1}","{""highway"": 64, ""source"": 39, ""surface"": 9, ""building"": 6, ""oneway"": 2, ""ref"": 2, ""name"": 2, ""int_ref"": 2, ""landuse"": 2, ""lanes"": 2}"
