rank,uid,profile,start_date,end_date,name,changesets,map_changes,highway_len_m,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,countries,editors,hashtags,tags_create,tags_modify
6196,17910443,https://www.openstreetmap.org/user/Alex%20Schenk,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Alex Schenk,1.0,179.0,4665.0,171.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,RapiD 1.1.9-tm.1,"#OMHAP,#Syria,#AKDN,#TürkiyeEQ060223,#hotosm-project-14232","{""highway"": 4}","{""highway"": 3, ""surface"": 1}"
6197,458154,https://www.openstreetmap.org/user/edgerunner,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,edgerunner,1.0,179.0,545.0,125.0,37.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14234,#turkey,#TürkiyeEQ060223","{""source"": 16, ""building"": 8, ""highway"": 8}","{""highway"": 1, ""source"": 1}"
6198,8204211,https://www.openstreetmap.org/user/Sophia%20Lee,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Sophia Lee,1.0,179.0,1562.0,152.0,0.0,11.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#turkey,#TürkiyeEQ060223,#hotosm-project-14262","{""highway"": 10, ""building"": 2}","{""source"": 4, ""highway"": 3, ""landuse"": 1}"
6199,18534206,https://www.openstreetmap.org/user/Samia%20Dom,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Samia Dom,4.0,179.0,0.0,153.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#AKDN,#MissingMaps,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 26}",{}
6200,18533927,https://www.openstreetmap.org/user/Mirco88,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Mirco88,35.0,179.0,0.0,142.0,0.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#hotosm-project-14230,#OMHAP,#Syria,#AKDN,#MissingMaps,#TürkiyeEQ060223","{""building"": 35}","{""natural"": 1, ""highway"": 1}"
6201,8975546,https://www.openstreetmap.org/user/Raymond12329,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Raymond12329,1.0,178.0,0.0,143.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#ffynonehouseschool,#hotosm-project-14218,#turkey,#TürkiyeEQ060223","{""building"": 35}",{}
6202,17403366,https://www.openstreetmap.org/user/Hsgdg_1996,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Hsgdg_1996,1.0,178.0,0.0,143.0,1.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,RapiD 1.1.9-tm.1,"#OMHAP,#Syria,#AKDN,#acnspainfy23,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 33, ""source"": 20}","{""highway"": 1}"
6203,17383744,https://www.openstreetmap.org/user/Lena%20Pa,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Lena Pa,1.0,178.0,0.0,144.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#TürkiyeEQ060223,#hotosm-project-14246,#OMHAP,#Syria","{""building"": 34}",{}
6204,18436241,https://www.openstreetmap.org/user/Chandramauli%20Tyagi,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Chandramauli Tyagi,6.0,178.0,0.0,119.0,0.0,25.0,28.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14233,#turkey,#TürkiyeEQ060223","{""building"": 28, ""source"": 1}","{""landuse"": 1, ""source"": 1}"
6205,7723248,https://www.openstreetmap.org/user/EndOfEra,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,EndOfEra,2.0,178.0,154.0,123.0,28.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#hotosm-project-14218,#yercizenler,#hotosm-project-14219","{""building"": 21, ""source"": 13, ""highway"": 3}","{""source"": 2, ""building"": 1, ""landuse"": 1, ""highway"": 1}"
6206,18423846,https://www.openstreetmap.org/user/Deniz57,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Deniz57,2.0,178.0,0.0,79.0,76.0,3.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14234,#turkey,#TürkiyeEQ060223","{""building"": 17, ""source"": 2}","{""building"": 2}"
6207,14080312,https://www.openstreetmap.org/user/VincentAutones,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,VincentAutones,3.0,178.0,0.0,144.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#hotosm-project-14311,#MissingMaps,#TürkiyeEQ060223","{""building"": 34}",{}
6208,18415119,https://www.openstreetmap.org/user/ordu%20cbs%20%C3%BCmit,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,ordu cbs ümit,4.0,178.0,0.0,160.0,0.0,2.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#yercizenler,#hotosm-project-14221",{},"{""highway"": 7, ""source"": 6, ""oneway"": 1, ""name:ku"": 1, ""ref"": 1, ""name"": 1}"
6209,18173465,https://www.openstreetmap.org/user/Zac%20Cammerman,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Zac Cammerman,1.0,178.0,0.0,137.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#hotosm-project-14311,#MissingMaps,#TürkiyeEQ060223","{""building"": 39}","{""alt_name"": 1, ""source"": 1, ""int_name"": 1, ""is_in"": 1, ""name"": 1, ""name:fr"": 1, ""name:ar1"": 1, ""place"": 1, ""power"": 1, ""name:de"": 1, ""name:en"": 1, ""name:ar"": 1}"
6210,18529066,https://www.openstreetmap.org/user/Marcus%20Lawley,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Marcus Lawley,21.0,178.0,0.0,133.0,16.0,6.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#yercizenler,#hotosm-project-14235","{""building"": 22}",{}
6211,7601472,https://www.openstreetmap.org/user/rvd156,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,rvd156,2.0,178.0,0.0,148.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#hotosm-project-14311,#MissingMaps,#TürkiyeEQ060223,#cork,#amm","{""building"": 30}",{}
6212,15400471,https://www.openstreetmap.org/user/MisFitzy79,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,MisFitzy79,4.0,177.0,168.0,124.0,2.0,4.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14233,#turkey,#TürkiyeEQ060223","{""building"": 43, ""highway"": 2}","{""building"": 1, ""highway"": 1, ""source"": 1}"
6213,18370474,https://www.openstreetmap.org/user/valeriek101,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,valeriek101,2.0,177.0,0.0,143.0,0.0,1.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#cork,#yercizenler,#hotosm-project-14235","{""building"": 31}","{""boundary"": 1, ""highway"": 1}"
6214,14062592,https://www.openstreetmap.org/user/azifrahk,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,azifrahk,10.0,177.0,178.0,127.0,7.0,4.0,28.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#hotosm-project-14246,#AKDN,#MissingMaps,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 23, ""highway"": 5, ""barrier"": 1, ""access"": 1, ""covered"": 1}","{""highway"": 10, ""oneway"": 2, ""name:en"": 1, ""name"": 1}"
6215,15741941,https://www.openstreetmap.org/user/Ispashas,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Ispashas,1.0,177.0,305.0,136.0,11.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#awsmapathon,#hotosm-project-14233,#turkey,#TürkiyeEQ060223","{""source"": 24, ""building"": 17, ""highway"": 7}","{""highway"": 6, ""source"": 2}"
6216,18420670,https://www.openstreetmap.org/user/MahirKURU,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,MahirKURU,18.0,177.0,825.0,141.0,2.0,4.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14220,#yercizenler,#turkiye,#hotosm-project-14225,#turkey,#TürkiyeEQ060223","{""building"": 21, ""highway"": 7, ""source"": 1}","{""highway"": 1}"
6217,15284558,https://www.openstreetmap.org/user/spacejarvo44,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,spacejarvo44,3.0,177.0,0.0,139.0,0.0,6.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#hotosm-project-14226,#awsmapathon,#OMHAP,#Syria,#turkiye,#AKDN,#GeoHub_CEU_mapathon2023,#helpngo,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 30, ""source"": 1}","{""landuse"": 1, ""highway"": 1}"
6218,18290657,https://www.openstreetmap.org/user/JordiFerrer93,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,JordiFerrer93,3.0,177.0,0.0,145.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#turkiye,#yercizenler,#hotosm-project-14233,#turkey,#TürkiyeEQ060223,#cork","{""building"": 32}",{}
6219,18417868,https://www.openstreetmap.org/user/Nav456,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Nav456,2.0,177.0,6874.0,160.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#yercizenler,#hotosm-project-14219","{""highway"": 17, ""source"": 1}",{}
6220,15134814,https://www.openstreetmap.org/user/Mbx_hidenori,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Mbx_hidenori,20.0,177.0,0.0,140.0,4.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#AKDN,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 33}",{}
6221,18417346,https://www.openstreetmap.org/user/Caitlin%20Rees,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Caitlin Rees,2.0,177.0,1400.0,171.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#yercizenler,#hotosm-project-14219","{""highway"": 5, ""source"": 1, ""access"": 1, ""foot"": 1}","{""highway"": 1, ""source"": 1}"
6222,17790014,https://www.openstreetmap.org/user/musthafu,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,musthafu,2.0,177.0,1443.0,154.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#awsmapathon,#hotosm-project-14233,#turkey,#TürkiyeEQ060223","{""source"": 22, ""building"": 18, ""highway"": 4}","{""highway"": 1, ""source"": 1}"
6223,6517690,https://www.openstreetmap.org/user/IngeM,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,IngeM,5.0,177.0,310.0,163.0,6.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#hotosm-project-14218,#yercizenler","{""highway"": 1}","{""highway"": 5, ""source"": 5, ""building"": 2, ""surface"": 1}"
6224,18424643,https://www.openstreetmap.org/user/omerkaanvural,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,omerkaanvural,1.0,177.0,462.0,127.0,8.0,10.0,28.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14234,#turkey,#TürkiyeEQ060223","{""source"": 25, ""building"": 21, ""highway"": 7}","{""highway"": 3}"
6225,18466823,https://www.openstreetmap.org/user/MDK2023,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,MDK2023,2.0,177.0,0.0,149.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#turkiye,#awsmapathon,#helpngo,#turkey,#TürkiyeEQ060223","{""building"": 27}","{""highway"": 1, ""source"": 1}"
6226,18449972,https://www.openstreetmap.org/user/Thalius28,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Thalius28,1.0,176.0,0.0,35.0,2.0,20.0,62.0,15.0,42.0,0.0,0.0,0.0,0.0,0.0,62.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#yercizenler,#hotosm-project-14235","{""building"": 62, ""layer"": 8}","{""building"": 15, ""source"": 12}"
6227,18492164,https://www.openstreetmap.org/user/Tetiana_I,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Tetiana_I,8.0,176.0,0.0,87.0,7.0,54.0,17.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#turkiye,#awsmapathon,#helpngo,#turkey,#TürkiyeEQ060223","{""building"": 17, ""source"": 9}","{""highway"": 3, ""oneway"": 1}"
6228,18413494,https://www.openstreetmap.org/user/zeynep%20ula%C5%9Fk%C4%B1n,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,zeynep ulaşkın,1.0,176.0,564.0,164.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#hotosm-project-14218,#yercizenler","{""source"": 11, ""building"": 6, ""highway"": 5}","{""highway"": 1, ""source"": 1}"
6229,18703922,https://www.openstreetmap.org/user/didikong,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,didikong,2.0,176.0,0.0,144.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#hotosm-project-14311,#MissingMaps,#TürkiyeEQ060223","{""building"": 32}",{}
6230,18427419,https://www.openstreetmap.org/user/pnarci,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,pnarci,3.0,176.0,0.0,130.0,0.0,12.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#hotosm-project-14234,#turkey,#TürkiyeEQ060223","{""building"": 32, ""source"": 20, ""layer"": 1}",{}
6231,18496362,https://www.openstreetmap.org/user/fredrickmiles11,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,fredrickmiles11,1.0,176.0,0.0,118.0,0.0,30.0,24.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Syrian Arab Republic,iD 2.21.1,"#TürkiyeEQ060223,#hotosm-project-14246,#OMHAP,#Syria","{""building"": 24, ""amenity"": 2, ""parking"": 2}",{}
6232,18533314,https://www.openstreetmap.org/user/Maria%20Victoria%20Sequeira,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Maria Victoria Sequeira,4.0,176.0,0.0,147.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Turkey,Syrian Arab Republic","iD 2.21.1,RapiD 1.1.9-tm.1","#yercizenler,#OMHAP,#Syria,#turkiye,#uhuzam,#hotosm-project-14264,#AKDN,#hotosm-project-14233,#cscrs,#MissingMaps,#turkey,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 28, ""name"": 3}","{""highway"": 1}"
6233,11003631,https://www.openstreetmap.org/user/McBrid0,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,McBrid0,2.0,176.0,0.0,147.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#AKDN,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 27, ""highway"": 2}",{}
6234,18443417,https://www.openstreetmap.org/user/leezaaas,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,leezaaas,1.0,176.0,0.0,147.0,0.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#AKDN,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 23, ""natural"": 3, ""highway"": 1}","{""landuse"": 2}"
6235,16350025,https://www.openstreetmap.org/user/cdarshap,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,cdarshap,2.0,175.0,1389.0,144.0,4.0,1.0,22.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#hotosm-project-14226,#turkiye,#awsmapathon,#helpngo,#turkey,#TürkiyeEQ060223","{""source"": 21, ""building"": 17, ""highway"": 5}","{""highway"": 3, ""source"": 2, ""ref"": 1, ""surface"": 1}"
6236,18590290,https://www.openstreetmap.org/user/Darren%20Hayes,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Darren Hayes,2.0,175.0,0.0,133.0,8.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#turkey,#TürkiyeEQ060223,#cork,#hotosm-project-14262","{""building"": 34}",{}
6237,14582446,https://www.openstreetmap.org/user/Barajasss,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Barajasss,34.0,175.0,0.0,134.0,7.0,0.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#AKDN,#TürkiyeEQ060223,#hotosm-project-14232,#UAMaps,#BuildingAdded","{""building"": 32, ""layer"": 1}","{""building"": 2}"
6238,18415629,https://www.openstreetmap.org/user/aakkor,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,aakkor,4.0,175.0,0.0,92.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#hotosm-project-14218,#yercizenler","{""building"": 83}",{}
6239,18412358,https://www.openstreetmap.org/user/Cansudt,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Cansudt,1.0,175.0,1521.0,152.0,0.0,1.0,19.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#hotosm-project-14218,#yercizenler","{""source"": 19, ""building"": 12, ""highway"": 7}","{""highway"": 2, ""source"": 2}"
6240,15980088,https://www.openstreetmap.org/user/Adrien%20Sapet,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Adrien Sapet,2.0,175.0,0.0,84.0,41.0,16.0,15.0,15.0,2.0,2.0,0.0,0.0,0.0,3.0,12.0,12.0,0.0,3.0,0.0,0.0,0.0,2.0,Syrian Arab Republic,iD 2.21.1,"#OMHAP,#Syria,#AKDN,#MissingMaps,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 12, ""type"": 2}","{""building"": 12, ""source"": 8, ""name"": 4, ""highway"": 3, ""amenity"": 2, ""shop"": 1, ""religion"": 1, ""name:fr"": 1, ""name:en"": 1, ""name:ar"": 1}"
6241,18527017,https://www.openstreetmap.org/user/JunaidaJ,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,JunaidaJ,2.0,174.0,0.0,134.0,20.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#yercizenler,#hotosm-project-14235","{""building"": 18, ""layer"": 1}","{""building"": 2}"
6242,10019625,https://www.openstreetmap.org/user/Kiranbhusal,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Kiranbhusal,3.0,174.0,537.0,127.0,0.0,7.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,"iD 2.21.1,RapiD 1.1.9-tm.1","#OMHAP,#Syria,#AKDN,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 38, ""highway"": 1}",{}
6243,11055672,https://www.openstreetmap.org/user/Elena%20Inf%20Rod,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Elena Inf Rod,2.0,174.0,0.0,141.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#cork,#yercizenler,#hotosm-project-14235","{""building"": 33}",{}
6244,648688,https://www.openstreetmap.org/user/Timbo8,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Timbo8,1.0,174.0,2202.0,138.0,26.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#hotosm-project-14218,#yercizenler","{""source"": 7, ""building"": 4, ""highway"": 4}","{""highway"": 2, ""source"": 2, ""name"": 1}"
6245,18519653,https://www.openstreetmap.org/user/Sohana%407232,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Sohana@7232,23.0,174.0,0.0,145.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#yercizenler,#turkiye,#turkey,#TürkiyeEQ060223,#hotosm-project-14262","{""building"": 19, ""source"": 2, ""layer"": 1, ""highway"": 1}","{""highway"": 5, ""building"": 4, ""name"": 3, ""source"": 2, ""oneway"": 1}"
6246,18386790,https://www.openstreetmap.org/user/Neena%20Shankar,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Neena Shankar,4.0,174.0,0.0,148.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syrian Arab Republic,RapiD 1.1.9-tm.1,"#OMHAP,#Syria,#AKDN,#TürkiyeEQ060223,#hotosm-project-14232","{""building"": 26, ""source"": 18}",{}
6247,18413181,https://www.openstreetmap.org/user/Peyebe,2023-02-05 00:00:00+00:00,2023-03-15 21:22:00+00:00,Peyebe,1.0,174.0,173.0,132.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Turkey,RapiD 1.1.9-tm.1,"#TürkiyeEQ060223,#hotosm-project-14218,#yercizenler","{""source"": 42, ""building"": 41, ""highway"": 1}",{}
