rank,name,profile,uid,changesets,map_changes,countries,editors,highway_len_m,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
67,TeBaMa,https://www.openstreetmap.org/user/TeBaMa,6519568,11,691,Syrian Arab Republic,JOSM/1.5 (18646 en),265,420,73,0,91,107,0,0,0,0,0,0,80.0,8.0,11.0,99.0,0.0,0.0,0.0,0.0,"{""building"": 80, ""highway"": 11, ""surface"": 11}","{""highway"": 99, ""surface"": 67, ""building"": 8, ""source"": 2}","#hotosm-project-14245,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
68,Philippe Sampont,https://www.openstreetmap.org/user/Philippe%20Sampont,196026,7,684,Syrian Arab Republic,JOSM/1.5 (18646 Debian fr),1716,391,188,0,89,16,0,0,0,0,0,0,87.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,"{""building"": 87, ""highway"": 2, ""surface"": 2}","{""building"": 15, ""highway"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
69,dalik58,https://www.openstreetmap.org/user/dalik58,2187774,5,640,Turkey,RapiD 1.1.9-tm.1,4482,429,129,0,50,31,0,0,1,0,0,0,31.0,3.0,10.0,24.0,9.0,2.0,0.0,0.0,"{""source"": 38, ""building"": 31, ""highway"": 10, ""intermittent"": 9, ""waterway"": 9, ""embankment"": 1}","{""highway"": 24, ""source"": 24, ""building"": 3, ""waterway"": 2, ""name"": 2, ""embankment"": 2, ""landuse"": 1, ""intermittent"": 1, ""natural"": 1, ""road"": 1, ""parent_basin"": 1, ""type"": 1}","#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
70,Gabeen,https://www.openstreetmap.org/user/Gabeen,18636342,7,597,Syrian Arab Republic,iD 2.21.1,24767,476,0,0,98,23,0,0,0,0,1,0,28.0,0.0,61.0,17.0,0.0,1.0,0.0,0.0,"{""highway"": 61, ""building"": 28, ""landuse"": 9, ""ford"": 1}","{""highway"": 17, ""source"": 13, ""landuse"": 5, ""oneway"": 1, ""name"": 1, ""waterway"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
71,pedrito1414,https://www.openstreetmap.org/user/pedrito1414,366834,7,583,Syrian Arab Republic,"JOSM/1.5 (18678 en_GB),iD 2.21.1",0,130,423,0,24,6,0,0,0,0,0,0,23.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,"{""building"": 23, ""highway"": 1}","{""highway"": 6, ""source"": 3, ""oneway"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
72,JWBridge,https://www.openstreetmap.org/user/JWBridge,18644301,4,572,Syrian Arab Republic,iD 2.21.1,8621,445,38,0,84,5,0,0,0,0,0,0,74.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,"{""building"": 74, ""highway"": 10}","{""highway"": 3, ""landuse"": 2, ""int_ref"": 1, ""oneway"": 1, ""ref"": 1, ""source"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
73,francesca ferrario,https://www.openstreetmap.org/user/francesca%20ferrario,8375479,6,572,Syrian Arab Republic,iD 2.21.1,1486,437,88,0,47,0,0,0,0,0,0,0,43.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 43, ""destroyed:building"": 4, ""highway"": 4}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
74,Max1234-ITA,https://www.openstreetmap.org/user/Max1234-ITA,730682,7,572,"Syrian Arab Republic,Turkey",JOSM/1.5 (18678 en),374,223,262,0,43,44,0,0,0,0,0,1,27.0,26.0,16.0,17.0,0.0,0.0,0.0,0.0,"{""building"": 27, ""highway"": 16}","{""building"": 26, ""highway"": 17, ""construction"": 6, ""surface"": 4, ""name"": 1, ""place"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""leisure"": 1}","#hotosm-project-14245,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps,#hotosm-project-14235,#yercizenler",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
75,M_Solodzhuk,https://www.openstreetmap.org/user/M_Solodzhuk,2309226,2,569,Syrian Arab Republic,JOSM/1.5 (18646 uk),1215,314,182,0,57,16,0,0,0,0,0,0,37.0,0.0,20.0,16.0,0.0,0.0,0.0,0.0,"{""building"": 37, ""highway"": 20, ""emergency"": 3, ""service"": 1}","{""highway"": 16}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
76,Emily Beuvelet,https://www.openstreetmap.org/user/Emily%20Beuvelet,7131082,8,564,Syrian Arab Republic,iD 2.21.1,5014,449,17,0,83,15,0,0,0,0,0,0,63.0,7.0,20.0,6.0,0.0,0.0,0.0,0.0,"{""building"": 63, ""highway"": 20}","{""building"": 7, ""highway"": 6, ""area"": 2, ""landuse"": 2, ""source"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
77,alber sanchez,https://www.openstreetmap.org/user/alber%20sanchez,13015062,6,554,Turkey,RapiD 1.1.9-tm.1,100,399,55,0,94,6,0,0,0,0,0,0,92.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,"{""building"": 92, ""source"": 45, ""highway"": 2}","{""highway"": 6, ""source"": 2}","#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey,#hotosm-project-14233",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
78,Dervv,https://www.openstreetmap.org/user/Dervv,18645460,17,538,Syrian Arab Republic,iD 2.21.1,0,451,0,0,86,1,0,0,0,0,0,0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 86}","{""building"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
79,James Beeching,https://www.openstreetmap.org/user/James%20Beeching,15410663,1,536,Turkey,RapiD 1.1.9-tm.1,66,99,398,0,16,23,0,0,0,0,0,0,13.0,15.0,3.0,7.0,0.0,1.0,0.0,0.0,"{""building"": 13, ""highway"": 3, ""source"": 3, ""name"": 2, ""ref"": 2, ""surface"": 2, ""bridge"": 1, ""layer"": 1}","{""source"": 18, ""building"": 15, ""highway"": 7, ""name"": 1, ""ref"": 1, ""surface"": 1, ""intermittent"": 1, ""waterway"": 1}","#hotosm-project-14226,#helpngo,#awsmapathon,#TürkiyeEQ060223,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
80,Cate09,https://www.openstreetmap.org/user/Cate09,18645448,9,530,Syrian Arab Republic,iD 2.21.1,2294,421,12,0,92,5,0,0,0,0,0,0,63.0,0.0,29.0,5.0,0.0,0.0,0.0,0.0,"{""building"": 63, ""highway"": 29}","{""highway"": 5, ""source"": 2}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
81,Rafiq Haidari,https://www.openstreetmap.org/user/Rafiq%20Haidari,13533370,2,527,Syrian Arab Republic,iD 2.21.1,0,425,1,0,101,0,0,0,0,0,0,0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 101}",{},"#hotosm-project-14232,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps,#SMforST2023",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
82,SoizicB,https://www.openstreetmap.org/user/SoizicB,13015374,10,519,Syrian Arab Republic,iD 2.21.1,3178,393,52,0,64,10,0,0,0,0,0,0,56.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0,"{""building"": 56, ""highway"": 8}","{""highway"": 7, ""int_ref"": 2, ""oneway"": 2, ""ref"": 2, ""building"": 2, ""maxspeed"": 1, ""surface"": 1, ""admin_level"": 1, ""boundary"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
83,kneesha,https://www.openstreetmap.org/user/kneesha,16409879,4,518,"Syrian Arab Republic,Turkey","iD 2.21.1,RapiD 1.1.9-tm.1",0,435,0,0,83,0,0,0,0,0,0,0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 83}",{},"#hotosm-project-14245,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps,#hotosm-project-14235,#yercizenler",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
84,SapnaVyas,https://www.openstreetmap.org/user/SapnaVyas,18485129,2,517,Syrian Arab Republic,iD 2.21.1,0,423,0,0,93,1,0,0,0,0,0,0,93.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"{""building"": 93, ""layer"": 3}","{""highway"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
85,sobaba,https://www.openstreetmap.org/user/sobaba,3867141,10,505,Syrian Arab Republic,iD 2.21.1,6085,425,0,0,78,2,0,0,0,0,0,0,64.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,"{""building"": 64, ""highway"": 14}","{""highway"": 2}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
86,biro4,https://www.openstreetmap.org/user/biro4,8356170,3,501,Turkey,RapiD 1.1.9-tm.1,872,410,11,0,75,5,0,0,0,0,0,0,68.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,"{""building"": 68, ""highway"": 7}","{""highway"": 4, ""source"": 1, ""landuse"": 1}","#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
87,AaronBrunt,https://www.openstreetmap.org/user/AaronBrunt,4892871,10,489,Syrian Arab Republic,iD 2.21.1,2368,398,0,0,85,6,0,0,0,0,0,0,68.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,"{""building"": 68, ""highway"": 17}","{""highway"": 3, ""landuse"": 3, ""embankment"": 1, ""maxspeed"": 1, ""name"": 1, ""source"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps,#MissingMapsn",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
88,Bruno VG,https://www.openstreetmap.org/user/Bruno%20VG,9551891,2,488,Syrian Arab Republic,iD 2.21.1,689,351,69,0,63,5,0,0,0,0,0,0,58.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,"{""building"": 58, ""highway"": 5, ""source"": 2, ""bridge"": 1, ""layer"": 1}","{""highway"": 4, ""source"": 4, ""waterway"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
89,Michael404,https://www.openstreetmap.org/user/Michael404,18349576,9,477,Syrian Arab Republic,iD 2.21.1,9390,384,6,0,84,3,0,0,0,0,4,0,48.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,"{""building"": 48, ""highway"": 35, ""power"": 5, ""surface"": 3}","{""source"": 2, ""highway"": 2, ""landuse"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
90,BRPS,https://www.openstreetmap.org/user/BRPS,18194384,5,470,Turkey,RapiD 1.1.9-tm.1,0,299,88,0,69,14,0,0,0,0,2,0,67.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,"{""building"": 67, ""power"": 2, ""source"": 2, ""highway"": 2}","{""building"": 13, ""highway"": 1, ""maxspeed"": 1, ""name"": 1, ""oneway"": 1, ""ref"": 1, ""source"": 1}","#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
91,JavadYazdi,https://www.openstreetmap.org/user/JavadYazdi,18644191,7,467,Syrian Arab Republic,iD 2.21.1,928,391,0,0,73,3,0,0,0,0,0,0,70.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,"{""building"": 70, ""highway"": 2, ""ref"": 1, ""landuse"": 1}","{""highway"": 2, ""ref"": 1, ""building"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
92,tamarsmith,https://www.openstreetmap.org/user/tamarsmith,10274238,6,464,Syrian Arab Republic,iD 2.21.1,56,124,320,0,15,5,0,0,0,0,0,0,14.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,"{""building"": 14, ""highway"": 1}","{""highway"": 5, ""service"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
93,Hillareas,https://www.openstreetmap.org/user/Hillareas,18448840,1,460,Turkey,RapiD 1.1.9-tm.1,3314,413,7,0,36,4,0,0,0,0,0,0,15.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,"{""highway"": 21, ""building"": 15}","{""source"": 4, ""landuse"": 3, ""highway"": 1}","#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
94,redosm01,https://www.openstreetmap.org/user/redosm01,1803111,11,458,Turkey,JOSM/1.5 (18678 en_GB),0,409,4,0,44,1,0,0,0,0,1,0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 45}","{""building"": 1}","#hotosm-project-14235,#TürkiyeEQ060223,#yercizenler",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
95,ElinGerdes,https://www.openstreetmap.org/user/ElinGerdes,18535383,7,450,Syrian Arab Republic,iD 2.21.1,3503,358,12,0,58,22,0,0,0,0,0,0,36.0,0.0,22.0,21.0,0.0,0.0,0.0,0.0,"{""building"": 36, ""highway"": 22}","{""highway"": 21, ""source"": 2, ""landuse"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
96,Jim Blackstock,https://www.openstreetmap.org/user/Jim%20Blackstock,18645425,7,427,Syrian Arab Republic,iD 2.21.1,5055,345,0,0,62,20,0,0,0,0,0,0,36.0,12.0,26.0,3.0,0.0,0.0,0.0,0.0,"{""building"": 36, ""highway"": 26, ""layer"": 1}","{""building"": 12, ""landuse"": 4, ""highway"": 3, ""source"": 1, ""name"": 1, ""natural"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
97,fondolucy,https://www.openstreetmap.org/user/fondolucy,265690,44,424,Turkey,JOSM/1.5 (18646 en),542,296,85,0,41,2,0,0,0,0,0,0,40.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,"{""building"": 40, ""source"": 31, ""highway"": 1}","{""highway"": 2, ""source"": 2}","#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
98,thomas_m24,https://www.openstreetmap.org/user/thomas_m24,16989673,4,420,Turkey,RapiD 1.1.9-tm.1,0,376,1,0,39,4,0,0,0,0,0,1,39.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,"{""building"": 39, ""layer"": 3}","{""highway"": 3, ""amenity"": 1, ""healthcare"": 1, ""name"": 1, ""phone"": 1, ""building"": 1, ""layer"": 1}","#hotosm-project-14235,#TürkiyeEQ060223,#yercizenler",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
99,Shea1066,https://www.openstreetmap.org/user/Shea1066,18644274,5,415,Syrian Arab Republic,iD 2.21.1,0,362,0,0,51,2,0,0,0,0,0,0,45.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,"{""building"": 45, ""highway"": 6, ""name"": 1, ""layer"": 1}","{""highway"": 2, ""source"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
100,flipsteen,https://www.openstreetmap.org/user/flipsteen,12588056,3,411,Syrian Arab Republic,iD 2.21.1,0,318,0,0,91,2,0,0,0,0,0,0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 91}","{""landuse"": 2}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
101,Lubstr,https://www.openstreetmap.org/user/Lubstr,18437783,8,396,Turkey,RapiD 1.1.9-tm.1,91,294,29,0,69,4,0,0,0,0,0,0,66.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,"{""building"": 66, ""source"": 44, ""highway"": 3}","{""highway"": 3, ""building"": 1}","#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
102,Roxana Rus,https://www.openstreetmap.org/user/Roxana%20Rus,18490598,20,395,Turkey,RapiD 1.1.9-tm.1,801,315,1,0,74,5,0,0,0,0,0,0,68.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,"{""building"": 68, ""highway"": 6}","{""highway"": 3, ""source"": 2, ""building"": 2}","#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
103,KilianFBaumann,https://www.openstreetmap.org/user/KilianFBaumann,18645176,8,394,Syrian Arab Republic,iD 2.21.1,1041,251,82,0,46,15,0,0,0,0,0,0,33.0,2.0,13.0,13.0,0.0,0.0,0.0,0.0,"{""building"": 33, ""highway"": 13}","{""highway"": 13, ""building"": 2}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
104,LeaFbg,https://www.openstreetmap.org/user/LeaFbg,16720227,8,394,Syrian Arab Republic,iD 2.21.1,774,299,31,0,55,9,0,0,0,0,0,0,40.0,0.0,15.0,6.0,0.0,0.0,0.0,1.0,"{""building"": 40, ""highway"": 15}","{""highway"": 6, ""landuse"": 2, ""amenity"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
105,Donglyong Hahn,https://www.openstreetmap.org/user/Donglyong%20Hahn,18635961,2,381,Turkey,RapiD 1.1.9-tm.1,221,283,34,0,60,4,0,0,0,0,0,0,55.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 55, ""source"": 12, ""highway"": 5}","{""building"": 4, ""source"": 4}","#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
106,Indah Sal,https://www.openstreetmap.org/user/Indah%20Sal,18539471,4,371,Syrian Arab Republic,iD 2.21.1,473,207,108,0,45,11,0,0,0,0,0,0,36.0,6.0,9.0,5.0,0.0,0.0,0.0,0.0,"{""building"": 36, ""highway"": 9}","{""building"": 6, ""highway"": 5, ""name"": 2, ""name:ar"": 2, ""oneway"": 2, ""name:en"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps,#SMforST2023",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
107,Adrie Helpt,https://www.openstreetmap.org/user/Adrie%20Helpt,6599999,6,368,Syrian Arab Republic,iD 2.21.1,0,281,25,0,57,5,0,0,0,0,0,0,57.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,"{""building"": 57}","{""highway"": 4, ""building"": 1}","#hotosm-project-14232,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
108,mrt_ortncl,https://www.openstreetmap.org/user/mrt_ortncl,9658706,5,357,"Syrian Arab Republic,Turkey","iD 2.21.1,RapiD 1.1.9-tm.1",1727,266,36,0,51,4,0,0,0,0,0,0,43.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,"{""building"": 43, ""highway"": 8, ""source"": 1}","{""highway"": 4, ""source"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps,#hotosm-project-14235,#yercizenler",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
109,Oluwaseun Gbenga,https://www.openstreetmap.org/user/Oluwaseun%20Gbenga,18644219,3,347,Syrian Arab Republic,iD 2.21.1,3650,298,0,0,47,2,0,0,0,0,0,0,40.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,"{""name"": 47, ""building"": 40, ""highway"": 4, ""natural"": 3, ""water"": 3}","{""highway"": 2, ""name"": 1, ""source"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
110,sab27,https://www.openstreetmap.org/user/sab27,4367139,7,344,Turkey,JOSM/1.5 (18622 en_GB),0,48,258,0,9,29,0,0,0,0,0,0,8.0,10.0,1.0,18.0,0.0,0.0,0.0,0.0,"{""building"": 8, ""highway"": 1}","{""highway"": 18, ""building"": 10, ""source"": 7, ""cables"": 1, ""name"": 1, ""power"": 1, ""voltage"": 1}","#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
111,mcld,https://www.openstreetmap.org/user/mcld,238584,7,338,Syrian Arab Republic,JOSM/1.5 (18646 en_GB),114,106,210,0,14,8,0,0,0,0,0,0,10.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,"{""building"": 10, ""highway"": 3, ""natural"": 1, ""source"": 1, ""water"": 1}","{""highway"": 7, ""landuse"": 1, ""tracktype"": 1, ""surface"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
112,andrewSHUjones,https://www.openstreetmap.org/user/andrewSHUjones,18644430,1,335,Syrian Arab Republic,iD 2.21.1,0,286,0,0,49,0,0,0,0,0,0,0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 49}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
113,VanessaJones,https://www.openstreetmap.org/user/VanessaJones,17612541,3,321,Syrian Arab Republic,iD 2.21.1,0,247,19,0,50,5,0,0,0,0,0,1,50.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,"{""building"": 50}","{""highway"": 3, ""landuse"": 2, ""amenity"": 1, ""name"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
114,charles chilufya,https://www.openstreetmap.org/user/charles%20chilufya,10294659,1,302,Syrian Arab Republic,JOSM/1.5 (18463 en),0,193,65,0,34,10,0,0,0,0,0,0,34.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 34}","{""building"": 10}","#hotosm-project-14232,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps,#28for28,#MapWithLove,#YMUNZA",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
115,KarmeloMr,https://www.openstreetmap.org/user/KarmeloMr,18530478,1,290,Syrian Arab Republic,iD 2.21.1,0,240,0,0,50,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 50}",{},"#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
116,Gaurav Parajuli,https://www.openstreetmap.org/user/Gaurav%20Parajuli,8316170,1,269,Syrian Arab Republic,JOSM/1.5 (18583 en),0,123,62,0,30,54,0,0,0,0,0,0,30.0,51.0,0.0,3.0,0.0,0.0,0.0,0.0,"{""building"": 30}","{""building"": 51, ""construction"": 50, ""highway"": 3}","#hotosm-project-14245,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps,#mapbuds,#gesan,#gaurav,#missingmaps,#osmnepal,#youthmappers,#SMforST2023",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
117,Lilche,https://www.openstreetmap.org/user/Lilche,11806716,4,267,Syrian Arab Republic,iD 2.21.1,1208,230,16,0,20,1,0,0,0,0,0,0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,"{""highway"": 13, ""building"": 7}","{""admin_level"": 1, ""boundary"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
118,Pauline28,https://www.openstreetmap.org/user/Pauline28,10165257,1,259,Turkey,RapiD 1.1.9-tm.1,0,227,0,0,31,1,0,0,0,0,0,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 31}","{""landuse"": 1, ""source"": 1}","#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
119,HarryKMapper,https://www.openstreetmap.org/user/HarryKMapper,18434194,1,248,Syrian Arab Republic,JOSM/1.5 (18646 en_AU),0,203,0,0,45,0,0,0,0,0,0,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 45}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
120,ediyes,https://www.openstreetmap.org/user/ediyes,1240849,2,220,Turkey,JOSM/1.5 (18293 en),0,141,28,0,46,5,0,0,0,0,0,0,46.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 46}","{""building"": 5}","#hotosm-project-14226,#helpngo,#awsmapathon,#TürkiyeEQ060223,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
