rank,name,profile,uid,changesets,map_changes,countries,editors,highway_len_m,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
121,ROJLP,https://www.openstreetmap.org/user/ROJLP,1240569,1,218,Syrian Arab Republic,iD 2.21.1,0,149,25,0,30,14,0,0,0,0,1,1,30.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,"{""building"": 30, ""highway"": 1}","{""highway"": 7, ""building"": 7, ""oneway"": 3, ""name"": 2, ""source"": 1, ""landuse"": 1}","#hotosm-project-14232,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
122,Swift1666,https://www.openstreetmap.org/user/Swift1666,18246382,2,207,Syrian Arab Republic,iD 2.21.1,0,179,0,0,28,0,0,0,0,0,0,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 28, ""layer"": 1}",{},"#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
123,renelayd,https://www.openstreetmap.org/user/renelayd,18333675,1,196,Syrian Arab Republic,iD 2.21.1,0,155,3,0,38,0,0,0,0,0,0,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 38}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps,#GeoHub_CEU_mapathon2023",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
124,pluton_od,https://www.openstreetmap.org/user/pluton_od,2411240,3,195,Turkey,JOSM/1.5 (18646 en),458,123,60,0,8,4,0,0,0,0,0,0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,"{""building"": 5, ""source"": 4, ""highway"": 3, ""fixme"": 1}","{""highway"": 4, ""surface"": 1}","#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
125,NA02,https://www.openstreetmap.org/user/NA02,17111252,1,192,Syrian Arab Republic,iD 2.21.1,0,158,0,0,34,0,0,0,0,0,0,0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 34}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
126,fikriirvan,https://www.openstreetmap.org/user/fikriirvan,14570006,3,192,Syrian Arab Republic,iD 2.21.1,101,159,4,0,27,2,0,0,0,0,0,0,25.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,"{""building"": 25, ""highway"": 2}","{""highway"": 1, ""building"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps,#SMforST2023",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
127,pottstella,https://www.openstreetmap.org/user/pottstella,18645452,5,189,Syrian Arab Republic,iD 2.21.1,1408,164,1,0,21,3,0,0,0,0,0,0,14.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,"{""building"": 14, ""highway"": 7}","{""highway"": 3, ""oneway"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
128,ODULANA OLUWATOYIN,https://www.openstreetmap.org/user/ODULANA%20OLUWATOYIN,10483398,1,186,Turkey,JOSM/1.5 (18583 en),0,80,81,0,12,13,0,0,0,0,0,0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 12}","{""building"": 13, ""source"": 1}","#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey,#hotdqi2022,#youthmappersUNILAG,#Buildings,#Support,#Mapping,#Validation",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
129,jungyouth,https://www.openstreetmap.org/user/jungyouth,18543348,1,180,Syrian Arab Republic,iD 2.21.1,0,144,0,0,36,0,0,0,0,0,0,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 36}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps,#msfk,#msfk23",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
130,Mark_B_Jennings,https://www.openstreetmap.org/user/Mark_B_Jennings,14778276,2,175,Turkey,RapiD 1.1.9-tm.1,0,129,22,0,20,4,0,0,0,0,0,0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 20, ""source"": 3}","{""building"": 3, ""boundary"": 1}","#hotosm-project-14264,#TürkiyeEQ060223,#yercizenler,#turkey,#turkiye,#uhuzam,#cscrs",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
131,adianto,https://www.openstreetmap.org/user/adianto,10264725,3,173,Turkey,JOSM/1.5 (18646 en),1653,83,82,0,3,5,0,0,0,0,0,0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,"{""highway"": 3}","{""source"": 5, ""highway"": 4, ""waterway"": 1}","#hotosm-project-14264,#TürkiyeEQ060223,#yercizenler,#turkey,#turkiye,#uhuzam,#cscrs",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
132,peregrijntoek,https://www.openstreetmap.org/user/peregrijntoek,10680771,1,169,Turkey,JOSM/1.5 (18678 nl),558,40,123,0,6,0,0,0,0,0,0,0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"{""highway"": 4, ""building"": 2}",{},"#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
133,Amberoon,https://www.openstreetmap.org/user/Amberoon,18645429,5,169,Syrian Arab Republic,iD 2.21.1,1377,140,0,0,28,1,0,0,0,0,0,0,24.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,"{""building"": 24, ""highway"": 4}","{""highway"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
134,Ayu Sah,https://www.openstreetmap.org/user/Ayu%20Sah,15652138,12,159,Syrian Arab Republic,JOSM/1.5 (18427 en),0,128,5,0,25,1,0,0,0,0,0,0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"{""building"": 25}","{""highway"": 1, ""source"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
135,Ashim Paudel,https://www.openstreetmap.org/user/Ashim%20Paudel,16378761,1,159,Syrian Arab Republic,JOSM/1.5 (18583 en_GB),0,128,0,0,31,0,0,0,0,0,0,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 31}",{},"#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps,#gesan,#youthmappers,#kll,#geoneer,#naxa,#OSMNepal,#mapbuds,#SMforST2023",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
136,AKoster,https://www.openstreetmap.org/user/AKoster,18533734,1,155,Turkey,RapiD 1.1.9-tm.1,3814,147,0,0,8,0,0,0,0,0,0,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,"{""highway"": 8, ""source"": 7}",{},"#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
137,Jorieke V,https://www.openstreetmap.org/user/Jorieke%20V,378610,2,148,Turkey,JOSM/1.5 (18531 en_GB),0,117,3,0,28,0,0,0,0,0,0,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 28}",{},"#TürkiyeEQ060223,#yercizenler",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
138,ppku,https://www.openstreetmap.org/user/ppku,14057548,1,145,Turkey,RapiD 1.1.9-tm.1,0,66,62,0,6,11,0,0,0,0,0,0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 6}","{""building"": 11}","#hotosm-project-14235,#TürkiyeEQ060223,#yercizenler",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
139,gandhinisha,https://www.openstreetmap.org/user/gandhinisha,9548669,2,139,Syrian Arab Republic,iD 2.21.1,2278,115,0,0,23,1,0,0,0,0,0,0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 19, ""highway"": 4}","{""landuse"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps,#INGW3323",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
140,Tedesco,https://www.openstreetmap.org/user/Tedesco,1598566,1,139,Syrian Arab Republic,iD 2.21.1,319,67,50,0,8,14,0,0,0,0,0,0,3.0,10.0,5.0,4.0,0.0,0.0,0.0,0.0,"{""highway"": 5, ""building"": 3}","{""building"": 10, ""highway"": 4, ""source"": 2}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
141,Arnold Nkwabong,https://www.openstreetmap.org/user/Arnold%20Nkwabong,15739934,3,138,Syrian Arab Republic,JOSM/1.5 (18646 fr),1653,86,31,0,11,10,0,0,0,0,0,0,0.0,3.0,11.0,7.0,0.0,0.0,0.0,0.0,"{""highway"": 11}","{""highway"": 7, ""building"": 3, ""bridge"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
142,Samsamc,https://www.openstreetmap.org/user/Samsamc,18645505,5,132,Syrian Arab Republic,iD 2.21.1,1266,112,1,0,19,0,0,0,0,0,0,0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 13, ""highway"": 6}",{},"#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
143,JoshuaOrais,https://www.openstreetmap.org/user/JoshuaOrais,13882764,1,123,Syrian Arab Republic,JOSM/1.5 (18583 en),0,103,1,0,19,0,0,0,0,0,0,0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 19}",{},"#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps,#SMforST2023",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
144,rpiz,https://www.openstreetmap.org/user/rpiz,7564,2,122,Syrian Arab Republic,JOSM/1.5 (18683 it),395,96,17,0,5,4,0,0,0,0,0,0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,"{""building"": 3, ""highway"": 2}","{""highway"": 4, ""noname"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
145,AmritaPerth,https://www.openstreetmap.org/user/AmritaPerth,15403533,12,115,Syrian Arab Republic,iD 2.21.1,0,90,2,0,22,1,0,0,0,0,0,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 22}","{""landuse"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
146,Lochan Pant,https://www.openstreetmap.org/user/Lochan%20Pant,14854690,2,114,Syrian Arab Republic,JOSM/1.5 (18570 en),1289,70,34,0,9,1,0,0,0,0,0,0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,"{""highway"": 5, ""building"": 4, ""bridge"": 1}","{""building"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps,#SMforST2023,#KU,#GES,#ges",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
147,kaiyy,https://www.openstreetmap.org/user/kaiyy,18532553,2,113,Syrian Arab Republic,iD 2.21.1,191,91,0,0,21,1,0,0,0,0,0,0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"{""building"": 11, ""landuse"": 9, ""highway"": 1}","{""highway"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
148,M@rtinS,https://www.openstreetmap.org/user/M%40rtinS,6522259,1,109,Turkey,RapiD 1.1.9-tm.1,1210,93,0,0,15,1,0,0,0,0,0,0,8.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,"{""source"": 12, ""building"": 8, ""highway"": 7}","{""highway"": 1, ""source"": 1}","#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
149,MoX,https://www.openstreetmap.org/user/MoX,299210,1,109,Syrian Arab Republic,iD 2.21.1,0,89,0,0,20,0,0,0,0,0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 20}",{},"#hotosm-project-14232,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
150,Oliver Graves,https://www.openstreetmap.org/user/Oliver%20Graves,11107855,4,108,Turkey,RapiD 1.1.9-tm.1,782,87,4,0,14,3,0,0,0,0,0,0,1.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,"{""highway"": 11, ""landuse"": 2, ""building"": 1, ""farmland"": 1, ""name"": 1, ""area"": 1, ""description"": 1}","{""source"": 3, ""highway"": 2, ""landuse"": 1}","#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
151,rab2020,https://www.openstreetmap.org/user/rab2020,11504696,1,106,Syrian Arab Republic,JOSM/1.5 (18678 en),0,46,49,0,10,1,0,0,0,0,0,0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 10}","{""building"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
152,benjaminflenjamin,https://www.openstreetmap.org/user/benjaminflenjamin,18644693,7,104,Syrian Arab Republic,iD 2.21.1,469,78,0,0,21,5,0,0,0,0,0,0,8.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,"{""landuse"": 9, ""building"": 8, ""highway"": 4}","{""source"": 5, ""highway"": 3, ""admin_level"": 2, ""boundary"": 2, ""left:governate"": 2, ""right:governate"": 2}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
153,nick_Ogo,https://www.openstreetmap.org/user/nick_Ogo,12573723,3,103,Syrian Arab Republic,iD 2.21.1,2918,85,1,0,13,4,0,0,0,0,0,0,8.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,"{""building"": 8, ""highway"": 5, ""source"": 3, ""layer"": 1}","{""highway"": 4, ""source"": 4}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
154,Dhunganaaarogya,https://www.openstreetmap.org/user/Dhunganaaarogya,16368513,1,102,Turkey,JOSM/1.5 (18531 en),0,82,0,0,20,0,0,0,0,0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 20}",{},"#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey,#gec",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
155,RationalDecay,https://www.openstreetmap.org/user/RationalDecay,10127011,11,97,Turkey,RapiD 1.1.9-tm.1,0,5,87,0,3,2,0,0,0,0,0,0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,"{""building"": 2, ""highway"": 1}","{""highway"": 2}","#hotosm-project-14235,#TürkiyeEQ060223,#yercizenler",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
156,rocknpower,https://www.openstreetmap.org/user/rocknpower,4794915,1,96,Turkey,RapiD 1.1.9-tm.1,113,76,0,0,19,1,0,0,0,0,0,0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"{""building"": 18, ""source"": 16, ""highway"": 1}","{""highway"": 1}","#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
157,nassanga,https://www.openstreetmap.org/user/nassanga,16983715,1,93,Syrian Arab Republic,JOSM/1.5 (18678 en),948,45,37,0,3,8,0,0,0,0,0,1,0.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,"{""highway"": 3}","{""highway"": 5, ""building"": 2, ""alt_name"": 1, ""int_name"": 1, ""is_in"": 1, ""name"": 1, ""name:ar"": 1, ""name:ar1"": 1, ""name:de"": 1, ""name:en"": 1, ""name:fr"": 1, ""name:ru"": 1, ""place"": 1, ""level"": 1, ""waterway"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
158,Dudu Chen,https://www.openstreetmap.org/user/Dudu%20Chen,18171356,1,85,Turkey,RapiD 1.1.9-tm.1,0,72,1,0,11,1,0,0,0,0,0,0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 11}","{""building"": 1}","#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
159,Sarjani,https://www.openstreetmap.org/user/Sarjani,18645445,14,80,Syrian Arab Republic,iD 2.21.1,0,56,12,0,11,1,0,0,0,0,0,0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 11}","{""building"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
160,Daniel Specht,https://www.openstreetmap.org/user/Daniel%20Specht,2393795,5,78,Syrian Arab Republic,JOSM/1.5 (18678 en),0,48,18,0,12,0,0,0,0,0,0,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"{""building"": 12}","{""amenity"": 1, ""name"": 1, ""name:en"": 1, ""religion"": 1}","#hotosm-project-14232,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
161,theafer,https://www.openstreetmap.org/user/theafer,18539329,2,75,Syrian Arab Republic,iD 2.25.1,0,61,0,0,14,0,0,0,0,0,0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 14}",{},"#hotosm-project-14232,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps,#hotosm-project-14264,#yercizenler,#turkey,#turkiye,#uhuzam,#cscrs",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
162,turtlepaddles,https://www.openstreetmap.org/user/turtlepaddles,372594,2,64,Syrian Arab Republic,iD 2.21.1,0,36,20,0,8,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 7, ""landuse"": 1}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps,#mjg",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
163,Arie den Boon,https://www.openstreetmap.org/user/Arie%20den%20Boon,11116458,1,60,Syrian Arab Republic,JOSM/1.5 (18646 en),0,14,42,0,3,1,0,0,0,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 3}","{""building"": 1}","#hotosm-project-14232,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
164,Eden 911,https://www.openstreetmap.org/user/Eden%20911,18576938,11,57,Syrian Arab Republic,iD 2.21.1,0,10,43,0,1,3,0,0,0,0,0,0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,"{""building"": 1}","{""building"": 2, ""highway"": 1, ""source"": 1, ""layer"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
165,Nicolelaine,https://www.openstreetmap.org/user/Nicolelaine,2997398,2,55,Syrian Arab Republic,iD 2.21.1,1175,52,0,0,2,1,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"{""building"": 1, ""highway"": 1}","{""highway"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
166,Tsu-Yi Su,https://www.openstreetmap.org/user/Tsu-Yi%20Su,11583647,2,54,Syrian Arab Republic,iD 2.21.1,1228,42,5,0,6,1,0,0,0,0,0,0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,"{""highway"": 5, ""building"": 1}","{""highway"": 1}","#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
167,sophia tipper,https://www.openstreetmap.org/user/sophia%20tipper,18578128,2,54,Turkey,RapiD 1.1.9-tm.1,1085,42,10,0,2,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"{""highway"": 2}",{},"#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
168,rupertmaesglas,https://www.openstreetmap.org/user/rupertmaesglas,2697699,2,53,Syrian Arab Republic,iD 2.21.1,0,38,7,0,7,1,0,0,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"{""building"": 7}","{""amenity"": 1, ""name"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
169,nandooooo,https://www.openstreetmap.org/user/nandooooo,18529333,1,51,Syrian Arab Republic,iD 2.21.1,0,28,16,0,7,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 7}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
170,Neşeaydın,https://www.openstreetmap.org/user/Ne%C5%9Feayd%C4%B1n,18422848,1,47,Turkey,RapiD 1.1.9-tm.1,104,45,0,0,1,1,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"{""highway"": 1}","{""highway"": 1, ""source"": 1}","#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
171,pencilsorgeon,https://www.openstreetmap.org/user/pencilsorgeon,12374753,1,45,Syrian Arab Republic,iD 2.21.1,0,36,0,0,9,0,0,0,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 9}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
172,lyctkel,https://www.openstreetmap.org/user/lyctkel,483075,1,42,Turkey,RapiD 1.1.9-tm.1,0,19,12,0,8,3,0,0,0,0,0,0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 8}","{""building"": 3}","#hotosm-project-14235,#TürkiyeEQ060223,#yercizenler",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
173,Mercy14846,https://www.openstreetmap.org/user/Mercy14846,9449463,1,40,Syrian Arab Republic,JOSM/1.5 (18531 en),0,4,35,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,{},"{""highway"": 1}","#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps,#youthmappersfuta",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
174,jamesemailme,https://www.openstreetmap.org/user/jamesemailme,18645462,4,36,Syrian Arab Republic,iD 2.21.1,0,31,0,0,5,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 5}",{},"#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
175,soniooo,https://www.openstreetmap.org/user/soniooo,18638930,1,34,Syrian Arab Republic,JOSM/1.5 (18678 en),0,22,6,0,6,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 1}",{},"#hotosm-project-14311,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
176,Nesim,https://www.openstreetmap.org/user/Nesim,1386706,4,28,Turkey,RapiD 1.1.9-tm.1,0,17,1,0,1,9,0,0,0,0,0,0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,"{""highway"": 1, ""source"": 1}","{""highway"": 8, ""source"": 4, ""area"": 1, ""waterway"": 1}","#hotosm-project-14264,#TürkiyeEQ060223,#yercizenler,#turkey,#turkiye,#uhuzam,#cscrs",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
177,riiriiiiiriii,https://www.openstreetmap.org/user/riiriiiiiriii,18645449,5,27,Syrian Arab Republic,iD 2.21.1,0,15,8,0,4,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 4}",{},"#hotosm-project-14230,#TürkiyeEQ060223,#Syria,#AKDN,#OMHAP,#MissingMaps",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
178,Viktor1991,https://www.openstreetmap.org/user/Viktor1991,18641756,1,27,Turkey,RapiD 1.1.9-tm.1,533,26,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"{""highway"": 1, ""source"": 1}",{},"#hotosm-project-14262,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
179,raytim,https://www.openstreetmap.org/user/raytim,17054011,1,23,Turkey,RapiD 1.1.9-tm.1,0,20,0,0,3,0,0,0,0,0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"{""building"": 2, ""source"": 1, ""highway"": 1}",{},"#hotosm-project-14233,#TürkiyeEQ060223,#yercizenler,#turkiye,#turkey",2023-03-07 00:00:00+00:00,2023-03-07 21:21:53+00:00
