rank,uid,profile,start_date,end_date,name,changesets,map_changes,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,amenity.create,amenity.modify,countries,editors,hashtags,tags_create,tags_modify
1,2541613,https://www.openstreetmap.org/user/TagaSanPedroAko,2023-06-10 00:00:00+00:00,2023-06-13 07:10:02+00:00,TagaSanPedroAko,23.0,4381.0,844.0,3046.0,141.0,83.0,228.0,29.0,0.0,10.0,0.0,632.0,439.0,0.0,5.0,"Philippines,Indonesia",Go Map!! 3.4.8,,"{""power"": 685, ""operator"": 677, ""operator:wikidata"": 627, ""operator:short"": 627, ""design"": 612, ""height"": 355, ""material"": 287, ""line_attachment"": 59, ""voltage"": 52, ""cables"": 44, ""name"": 42, ""frequency"": 40, ""ref"": 29, ""wires"": 25, ""highway"": 23, ""maxspeed"": 18, ""lanes"": 15, ""phases"": 11, ""circuits"": 9, ""substation"": 8, ""surface"": 7, ""line"": 7, ""layer"": 7, ""rating"": 6, ""bridge"": 6, ""voltage:secondary"": 6, ""voltage:primary"": 6, ""contributor"": 5, ""voltage:tertiary"": 4, ""source"": 3, ""location"": 3, ""switch"": 3, ""bridge:name"": 2, ""structure"": 2, ""motor_vehicle"": 2, ""maxweight"": 2, ""line_management"": 2, ""waterway"": 2, ""landuse"": 2, ""nat_name"": 2, ""hgv"": 1, ""design:incomplete"": 1, ""oneway"": 1, ""smoothness"": 1, ""man_made"": 1, ""maxheight"": 1, ""devices"": 1, ""lanes:forward"": 1, ""auto_rickshaw"": 1, ""transformer"": 1, ""addr:city"": 1, ""tunnel"": 1, ""bicycle"": 1, ""width"": 1, ""motorcycle"": 1, ""lanes:backward"": 1, ""office"": 1, ""lit"": 1}","{""power"": 409, ""operator"": 362, ""operator:wikidata"": 345, ""operator:short"": 340, ""design"": 285, ""name"": 213, ""highway"": 208, ""ref"": 180, ""maxspeed"": 140, ""lanes"": 138, ""surface"": 71, ""voltage"": 69, ""material"": 64, ""frequency"": 57, ""cables"": 56, ""source"": 52, ""contributor"": 45, ""crossing"": 34, ""layer"": 34, ""bridge"": 31, ""design:incomplete"": 31, ""line_attachment"": 30, ""motor_vehicle"": 29, ""crossing_ref"": 24, ""oneway"": 23, ""bicycle"": 23, ""wires"": 20, ""nat_name"": 19, ""width"": 18, ""circuits"": 17, ""int_ref"": 16, ""traffic_calming"": 16, ""int_ref:colour"": 16, ""foot"": 15, ""designation"": 15, ""lanes:forward"": 12, ""substation"": 12, ""lanes:backward"": 12, ""height"": 12, ""smoothness"": 11, ""route"": 10, ""hgv"": 10, ""type"": 10, ""bridge:name"": 9, ""motorcycle"": 9, ""maxheight"": 8, ""distance"": 8, ""operator:wikipedia"": 8, ""auto_rickshaw"": 7, ""barrier"": 7, ""turn:lanes"": 7, ""addr:street"": 7, ""source:ref"": 6, ""supervised"": 6, ""toll"": 5, ""landuse"": 5, ""line_management"": 5, ""amenity"": 5, ""location"": 5, ""addr:postcode"": 5, ""waterway"": 5, ""fixme"": 4, ""note"": 4, ""name:en"": 4, ""traffic_sign"": 4, ""alt_name"": 4, ""boat"": 4, ""int_name"": 4, ""access"": 3, ""shoulder:line"": 3, ""addr:city"": 3, ""maxspeed:hgv"": 3, ""shoulder"": 3, ""voltage:secondary"": 3, ""shop"": 3, ""old_name"": 3, ""postal_code"": 3, ""wikidata"": 3, ""wikipedia"": 3, ""addr:housenumber"": 3, ""direction"": 3, ""voltage:primary"": 3, ""lit"": 3, ""network"": 2, ""short_name"": 2, ""structure"": 2, ""line"": 2, ""operator:type"": 2, ""horse"": 2, ""opening_hours"": 2, ""office"": 2, ""historic"": 2, ""maxweight"": 2, ""start_date"": 2, ""brand"": 2, ""destination"": 2, ""brand:wikipedia"": 2, ""tunnel"": 2, ""brand:wikidata"": 2, ""old_ref"": 1, ""admin_level"": 1, ""source:population"": 1, ""official_name:etymology:wikidata"": 1, ""name:ja"": 1, ""population"": 1, ""place"": 1, ""name:ru"": 1, ""population:date"": 1, ""motorcar"": 1, ""name:be"": 1, ""name:ta"": 1, ""crop"": 1, ""name:bn"": 1, ""name:th"": 1, ""official_name"": 1, ""owner"": 1, ""official_name:etymology"": 1, ""crossing:island"": 1, ""name:sr"": 1, ""natural"": 1, ""name:ar"": 1, ""turn:lanes:backward"": 1, ""minspeed"": 1, ""name:uk"": 1, ""leisure"": 1, ""name:zh"": 1, ""money_transfer"": 1, ""opening_hours:covid19"": 1, ""name:bg"": 1, ""name:ur"": 1, ""name:fa"": 1, ""name:hi"": 1, ""name:ko"": 1, ""sidewalk"": 1, ""name:he"": 1, ""name:pa"": 1, ""placement"": 1, ""cycleway"": 1, ""old_name:2014-2022"": 1}"
2,9561529,https://www.openstreetmap.org/user/preisacm,2023-06-10 00:00:00+00:00,2023-06-13 07:10:02+00:00,preisacm,112.0,4295.0,31.0,1094.0,1.0,1.0,3167.0,0.0,0.0,1.0,0.0,31.0,1094.0,5.0,43.0,Austria,StreetComplete_ee 53.2,,"{""name"": 32, ""office"": 11, ""shop"": 10, ""healthcare"": 6, ""amenity"": 5, ""healthcare:speciality"": 2, ""bicycle"": 1, ""brand"": 1, ""vehicle"": 1, ""sport"": 1, ""leisure"": 1, ""surface"": 1, ""sidewalk:both"": 1, ""tourism"": 1, ""highway"": 1, ""maxspeed"": 1, ""cycleway:both"": 1, ""brand:wikidata"": 1, ""lanes"": 1, ""lit"": 1}","{""highway"": 3565, ""lit"": 2290, ""surface"": 2272, ""footway"": 1238, ""name"": 1018, ""crossing"": 979, ""crossing:island"": 857, ""foot"": 807, ""maxspeed"": 792, ""lanes"": 775, ""bicycle"": 624, ""building"": 611, ""building:levels"": 596, ""roof:levels"": 574, ""oneway"": 357, ""tactile_paving"": 304, ""cycleway:both"": 280, ""vehicle"": 248, ""addr:street"": 188, ""addr:city"": 187, ""addr:housenumber"": 187, ""addr:postcode"": 185, ""crossing_ref"": 167, ""addr:country"": 155, ""segregated"": 151, ""check_date:surface"": 139, ""check_date:crossing"": 124, ""wheelchair"": 121, ""sidewalk"": 114, ""covered"": 108, ""source"": 102, ""sidewalk:left"": 97, ""sidewalk:right"": 95, ""public_transport"": 90, ""shelter"": 89, ""tunnel"": 87, ""oneway:bicycle"": 81, ""bench"": 76, ""roof:shape"": 76, ""access"": 69, ""layer"": 64, ""ref"": 64, ""bin"": 61, ""cycleway:right"": 56, ""lanes:forward"": 55, ""sidewalk:both"": 55, ""lanes:backward"": 55, ""cycleway:left"": 55, ""footway:surface"": 49, ""opening_hours"": 48, ""maxheight"": 47, ""bus"": 46, ""passenger_information_display"": 45, ""smoothness"": 43, ""amenity"": 43, ""service"": 42, ""turn:lanes"": 41, ""services"": 38, ""abutters"": 38, ""toll"": 35, ""building_passage"": 35, ""incline"": 34, ""horse"": 33, ""tunnel:name"": 33, ""source:maxspeed"": 32, ""cycleway:surface"": 31, ""width"": 30, ""traffic_signals:sound"": 28, ""is_in"": 28, ""handrail"": 26, ""ramp"": 23, ""trolley_wire"": 23, ""shop"": 22, ""destination"": 21, ""turn:lanes:forward"": 18, ""int_ref"": 18, ""website"": 18, ""maxspeed:variable"": 18, ""turn:lanes:backward"": 17, ""bridge"": 16, ""check_date"": 16, ""placement"": 16, ""button_operated"": 15, ""crossing:markings"": 13, ""description"": 13, ""motor_vehicle"": 13, ""fee"": 13, ""maxspeed:type"": 12, ""phone"": 11, ""check_date:opening_hours"": 11, ""email"": 11, ""platform"": 10, ""parking:lane:both"": 10, ""inline_skates"": 10, ""traffic_calming"": 9, ""hgv"": 9, ""nohousenumber"": 8, ""traffic_signals:vibration"": 8, ""note"": 8, ""parking"": 8, ""lane_markings"": 8, ""operator"": 7, ""maxweight"": 7, ""construction"": 7, ""cycleway:right:lane"": 7, ""contact:website"": 7, ""opening_hours:signed"": 7, ""contact:phone"": 7, ""cycleway"": 7, ""railway"": 6, ""junction"": 6, ""step_count"": 6, ""sidewalk:right:width"": 5, ""destination:ref"": 5, ""office"": 5, ""healthcare"": 5, ""alt_name"": 5, ""capacity"": 5, ""bicycle_parking"": 4, ""contact:email"": 4, ""cuisine"": 4, ""destination:country"": 4, ""driveway"": 4, ""name:en"": 4, ""trail_visibility"": 4, ""sidewalk:left:width"": 4, ""cycleway:left:oneway"": 3, ""entrance"": 3, ""psv:lanes"": 3, ""change:lanes"": 3, ""bridge:structure"": 3, ""moped"": 3, ""name:de"": 3, ""smoking"": 3, ""postal_code"": 3, ""leisure"": 3, ""tourism"": 3, ""designation"": 3, ""wikidata"": 3, ""level"": 3, ""internet_access"": 3, ""psv"": 3, ""class:bicycle"": 3, ""tram"": 2, ""reg_name"": 2, ""male"": 2, ""fixme"": 2, ""access:lanes"": 2, ""sport"": 2, ""disused:shop"": 2, ""network"": 2, ""hgv:conditional"": 2, ""man_made"": 2, ""tactile_pavement"": 2, ""footway:left:width"": 2, ""vehicle:conditional"": 2, ""bicycle_rental"": 2, ""start_date"": 2, ""fax"": 2, ""cycleway:left:lane"": 2, ""busway:right"": 2, ""trolleybus"": 2, ""craft"": 2, ""parking:lane:left"": 2, ""contact:fax"": 2, ""male:signed"": 2, ""female:signed"": 2, ""supervised"": 2, ""female"": 2, ""recycling:paper"": 1, ""recycling:glass_bottles"": 1, ""vehicle:backward"": 1, ""shoulder"": 1, ""embedded_rails"": 1, ""landuse"": 1, ""healthcare:speciality"": 1, ""vending"": 1, ""disused:amenity"": 1, ""lanes:psv:forward"": 1, ""motorcar"": 1, ""recycling_type"": 1, ""recycling:clothes"": 1, ""atm"": 1, ""social_facility:for"": 1, ""access:lanes:forward"": 1, ""vehicle:forward"": 1, ""barrier"": 1, ""parking:condition:left"": 1, ""drink:club-mate"": 1, ""area"": 1, ""loc_name"": 1, ""parking:condition:right:maxstay"": 1, ""outdoor_seating"": 1, ""noexit"": 1, ""recycling:cans"": 1, ""parking:condition:right"": 1, ""backrest"": 1, ""mobile"": 1, ""oneway:foot"": 1, ""parking:both"": 1, ""community_centre"": 1, ""check_date:segregated"": 1, ""bicycle:note"": 1, ""destination:symbol"": 1, ""recycling:glass"": 1, ""parking:condition:right:capacity"": 1, ""type"": 1, ""parking:condition:right:time_interval"": 1, ""note:access"": 1, ""moped:lanes"": 1, ""check_date:tactile_paving"": 1, ""motorcycle:lanes:forward"": 1, ""motorcycle:lanes"": 1, ""cycleway:right:oneway"": 1, ""moped:lanes:forward"": 1, ""social_facility"": 1, ""lanes:psv"": 1, ""traffic_sign"": 1, ""parking:lane:right"": 1, ""maxwidth"": 1, ""leaf_type"": 1, ""kerb"": 1, ""psv:lanes:forward"": 1, ""recycling:scrap_metal"": 1, ""tracktype"": 1, ""takeaway"": 1}"
3,18024223,https://www.openstreetmap.org/user/Cubano153,2023-06-10 00:00:00+00:00,2023-06-13 07:10:02+00:00,Cubano153,31.0,3489.0,2791.0,16.0,494.0,77.0,12.0,14.0,1.0,83.0,1.0,0.0,0.0,0.0,0.0,Cuba,"Vespucci 18.1.5.0,Vespucci 19.0.2.0",,"{""natural"": 70, ""place"": 21, ""landuse"": 1, ""waterway"": 1, ""type"": 1}","{""type"": 83, ""name"": 82, ""natural"": 49, ""wikidata"": 43, ""name:en"": 43, ""name:ru"": 43, ""place"": 27, ""name:fr"": 23, ""name:uk"": 23, ""name:eu"": 23, ""name:la"": 22, ""name:es"": 22, ""wikipedia"": 21, ""landuse"": 21, ""boundary"": 20, ""admin_level"": 20, ""bay"": 20, ""language"": 20, ""wetland"": 19, ""name:ar"": 12, ""name:ckb"": 12, ""name:cs"": 12, ""name:de"": 12, ""name:nl"": 11, ""name:br"": 11, ""name:pt"": 11, ""source:name:br"": 11, ""name:mk"": 11, ""name:ja"": 11, ""name:zh"": 11, ""name:ur"": 1, ""name:arz"": 1, ""name:sd"": 1, ""name:fa"": 1, ""name:lrc"": 1, ""name:ps"": 1, ""name:pl"": 1, ""waterway"": 1, ""name:pnb"": 1, ""noname"": 1, ""name:azb"": 1, ""name:ug"": 1, ""name:mzn"": 1}"
4,173981,https://www.openstreetmap.org/user/biketeur,2023-06-10 00:00:00+00:00,2023-06-13 07:10:02+00:00,biketeur,73.0,3387.0,0.0,1.0,0.0,0.0,3386.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Germany,"StreetComplete 53.1,Vespucci 19.0.2.0",,{},"{""building"": 3386, ""addr:postcode"": 3353, ""addr:housenumber"": 3353, ""addr:street"": 3353, ""addr:city"": 3353, ""building:levels"": 2578, ""roof:levels"": 2180, ""roof:shape"": 2055, ""addr:country"": 1594, ""roof:orientation"": 268, ""name"": 5, ""landuse"": 5, ""entrance"": 1}"
5,1551542,https://www.openstreetmap.org/user/frantzius2177,2023-06-10 00:00:00+00:00,2023-06-13 07:10:02+00:00,frantzius2177,75.0,2727.0,0.0,17.0,0.0,0.0,2710.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,27.0,Germany,"StreetComplete 53.0,StreetComplete 53.1",,{},"{""building"": 2187, ""addr:street"": 1888, ""addr:city"": 1867, ""addr:housenumber"": 1854, ""addr:country"": 1713, ""addr:postcode"": 1384, ""roof:shape"": 595, ""highway"": 496, ""lit"": 463, ""surface"": 305, ""service"": 185, ""name"": 57, ""bicycle"": 37, ""maxspeed"": 36, ""access"": 34, ""sidewalk"": 30, ""foot"": 28, ""amenity"": 27, ""parking"": 25, ""oneway"": 24, ""building:levels"": 21, ""lanes"": 19, ""smoothness"": 18, ""source"": 17, ""sidewalk:both:surface"": 15, ""ref"": 14, ""cycleway"": 13, ""roof:levels"": 11, ""segregated"": 10, ""entrance"": 10, ""oneway:bicycle"": 10, ""layer"": 10, ""footway:surface"": 10, ""source:maxspeed"": 9, ""wheelchair"": 7, ""cycleway:both"": 6, ""turn:lanes:forward"": 5, ""lanes:forward"": 5, ""shop"": 5, ""sidewalk:right:surface"": 5, ""maxheight"": 5, ""covered"": 5, ""horse"": 5, ""lanes:backward"": 5, ""incline"": 4, ""operator"": 4, ""check_date:opening_hours"": 4, ""maxspeed:type"": 4, ""fee"": 4, ""motor_vehicle"": 3, ""parking:both"": 3, ""bridge"": 3, ""payment:debit_cards"": 3, ""cycleway:right"": 3, ""payment:credit_cards"": 3, ""tunnel"": 3, ""lane_markings"": 3, ""old_ref"": 2, ""maxheight:signed"": 2, ""male"": 2, ""cycleway:both:lane"": 2, ""destination:backward"": 2, ""source:maxheight"": 2, ""opening_hours:signed"": 2, ""leaf_type"": 2, ""demolished:building"": 2, ""bus"": 2, ""female"": 2, ""opening_hours"": 2, ""automated"": 1, ""cuisine"": 1, ""natural"": 1, ""cycleway:left:oneway"": 1, ""indoor_seating"": 1, ""self_service"": 1, ""emergency"": 1, ""start_date"": 1, ""check_date:surface"": 1, ""cycleway:both:traffic_sign"": 1, ""shoulder"": 1, ""landuse"": 1, ""cycleway:both:segregated"": 1, ""description"": 1, ""opening_hours:covid19"": 1, ""diet:vegetarian"": 1, ""cycleway:both:bicycle"": 1, ""destination:forward"": 1, ""level"": 1, ""check_date"": 1, ""cycleway:right:oneway"": 1, ""contact:website"": 1, ""delivery"": 1, ""parking:lane:right"": 1, ""parking:lane:right:parallel"": 1, ""direction"": 1, ""priority_road"": 1, ""vehicle"": 1, ""psv"": 1, ""capacity"": 1, ""cycleway:both:surface"": 1, ""contact:phone"": 1, ""ele"": 1, ""loc_name"": 1, ""outdoor_seating"": 1, ""takeaway"": 1, ""office"": 1}"
6,3172019,https://www.openstreetmap.org/user/nurdafur,2023-06-10 00:00:00+00:00,2023-06-13 07:10:02+00:00,nurdafur,26.0,2722.0,1148.0,987.0,29.0,133.0,344.0,9.0,4.0,67.0,1.0,63.0,39.0,20.0,2.0,Germany,Vespucci 19.0.0.0,,"{""highway"": 89, ""surface"": 87, ""tracktype"": 43, ""name"": 40, ""building"": 34, ""bicycle"": 24, ""material"": 22, ""amenity"": 20, ""colour"": 18, ""backrest"": 17, ""seats"": 17, ""generator:type"": 14, ""power"": 14, ""location"": 14, ""generator:method"": 14, ""generator:source"": 14, ""lit"": 13, ""shoulder"": 12, ""lanes"": 12, ""sidewalk"": 12, ""foot"": 12, ""cycleway"": 12, ""segregated"": 11, ""tourism"": 11, ""information"": 10, ""smoothness"": 10, ""barrier"": 9, ""map_type"": 7, ""map_size"": 7, ""maxspeed:type"": 7, ""historic"": 6, ""religion"": 6, ""denomination"": 6, ""lane_markings"": 6, ""width"": 5, ""route"": 4, ""leisure"": 4, ""description"": 4, ""type"": 4, ""network"": 4, ""roof:shape"": 4, ""roof:orientation"": 4, ""service"": 4, ""osmc:symbol"": 4, ""symbol"": 4, ""waterway"": 4, ""layer"": 4, ""roundtrip"": 3, ""motor_vehicle"": 3, ""access"": 3, ""fixme"": 3, ""traffic_sign"": 3, ""ref"": 3, ""postal_code"": 2, ""bridge"": 2, ""board_type"": 2, ""shelter_type"": 2, ""embankment"": 2, ""tunnel"": 2, ""cycle_barrier"": 1, ""swing_gate:type"": 1, ""hgv"": 1, ""incline"": 1, ""natural"": 1, ""maxweight"": 1, ""water"": 1, ""signed_direction"": 1, ""operator"": 1, ""oneway:bicycle"": 1, ""disused:highway"": 1, ""landuse"": 1, ""service:bicycle:pump"": 1, ""service:bicycle:tools"": 1, ""construction"": 1, ""maxspeed"": 1, ""from"": 1, ""url"": 1, ""to"": 1, ""oneway"": 1, ""man_made"": 1, ""direction_south"": 1, ""distance"": 1, ""artwork_subject"": 1, ""bollard"": 1, ""artwork_type"": 1, ""cutting"": 1, ""cycle_barrier:installation"": 1, ""traffic_calming"": 1, ""direction_east"": 1, ""mtb:scale"": 1}","{""highway"": 300, ""surface"": 272, ""name"": 206, ""bicycle"": 98, ""ref"": 93, ""network"": 71, ""type"": 67, ""foot"": 65, ""lit"": 65, ""lanes"": 63, ""route"": 60, ""tracktype"": 59, ""sidewalk"": 57, ""shoulder"": 55, ""cycleway"": 45, ""segregated"": 43, ""smoothness"": 35, ""operator"": 32, ""service"": 32, ""to"": 27, ""from"": 27, ""distance"": 27, ""landuse"": 25, ""website"": 22, ""roundtrip"": 21, ""width"": 20, ""maxspeed"": 20, ""symbol"": 19, ""network:type"": 14, ""osmc:symbol"": 14, ""public_transport:version"": 13, ""network:wikipedia"": 13, ""network:guid"": 13, ""network:short"": 13, ""network:wikidata"": 13, ""building"": 12, ""hgv"": 11, ""url"": 11, ""leaf_cycle"": 11, ""leaf_type"": 11, ""barrier"": 10, ""waterway"": 10, ""maxspeed:type"": 10, ""public_transport"": 9, ""bus"": 9, ""ref:IFOPT"": 9, ""description"": 8, ""note"": 7, ""horse"": 7, ""addr:street"": 7, ""addr:housenumber"": 7, ""traffic_sign"": 7, ""lane_markings"": 7, ""fixme"": 6, ""source"": 6, ""layer"": 6, ""motor_vehicle"": 6, ""tourism"": 6, ""maintenance"": 6, ""rcn_ref"": 5, ""bridge"": 5, ""cycleway:left:foot"": 5, ""cycleway:right:bicycle"": 5, ""expected_rcn_route_relations"": 5, ""lwn"": 5, ""cycleway:left:surface"": 5, ""cycleway:right:foot"": 5, ""cycleway:left:bicycle"": 5, ""motorcycle"": 5, ""cycleway:right:surface"": 5, ""information"": 4, ""wikidata"": 4, ""abandoned:route"": 4, ""access"": 3, ""disused:route"": 3, ""addr:city"": 3, ""crossing"": 3, ""embankment"": 3, ""swing_gate:type"": 3, ""maxweight"": 3, ""material"": 3, ""wikipedia"": 3, ""addr:postcode"": 3, ""bollard"": 3, ""vehicle"": 3, ""survey:date"": 3, ""lanes:forward"": 2, ""crossing:markings"": 2, ""source:maxspeed"": 2, ""cycleway:surface"": 2, ""motorcar"": 2, ""descent"": 2, ""ascent"": 2, ""direction_northwest"": 2, ""direction_east"": 2, ""lanes:backward"": 2, ""postal_code"": 2, ""amenity"": 2, ""oneway"": 2, ""demolished:building"": 2, ""direction"": 2, ""footway:surface"": 2, ""incline"": 1, ""turn:lanes:forward"": 1, ""oneway:bicycle"": 1, ""bench"": 1, ""power"": 1, ""source:ref"": 1, ""share_taxi"": 1, ""man_made"": 1, ""direction_south"": 1, ""ref_name"": 1, ""crossing:island"": 1, ""noexit"": 1, ""natural"": 1, ""turn:lanes:backward"": 1, ""oneway:foot"": 1, ""water"": 1, ""signed_direction"": 1, ""check_date:surface"": 1, ""leisure"": 1, ""colour:back"": 1, ""via"": 1, ""path"": 1, ""bicycle_road"": 1, ""addr:country"": 1, ""FIXME"": 1, ""share_taxi:phone"": 1, ""tunnel"": 1, ""direction_southwest"": 1, ""cutting"": 1, ""kerb"": 1, ""zone:maxspeed"": 1, ""cycleway:both"": 1}"
7,257767,https://www.openstreetmap.org/user/mau59,2023-06-10 00:00:00+00:00,2023-06-13 07:10:02+00:00,mau59,18.0,2686.0,563.0,1708.0,37.0,13.0,363.0,2.0,0.0,0.0,0.0,192.0,196.0,1.0,15.0,Italy,Vespucci 19.0.2.0,,"{""highway"": 139, ""direction"": 117, ""crossing:markings"": 70, ""traffic_sign"": 67, ""oneway"": 6, ""service"": 6, ""name"": 4, ""surface"": 4, ""tactile_paving"": 2, ""crossing"": 1, ""amenity"": 1, ""crossing:island"": 1}","{""highway"": 495, ""surface"": 272, ""name"": 250, ""oneway"": 128, ""crossing"": 90, ""service"": 82, ""maxspeed:type"": 79, ""lanes"": 60, ""lane_markings"": 53, ""maxspeed"": 45, ""crossing:markings"": 37, ""landuse"": 31, ""crossing:island"": 30, ""direction"": 25, ""crossing_ref"": 18, ""sidewalk"": 17, ""alt_name"": 16, ""lit"": 16, ""amenity"": 15, ""tactile_paving"": 15, ""cycleway:right"": 13, ""fee"": 13, ""ref"": 13, ""access"": 12, ""name:etymology:wikidata"": 11, ""traffic_sign"": 10, ""operator"": 9, ""parking"": 9, ""source"": 8, ""website"": 8, ""cycleway:left"": 8, ""contact:phone"": 8, ""oneway:bicycle"": 7, ""foot"": 7, ""sidewalk:both:surface"": 7, ""capacity:disabled"": 6, ""footway"": 6, ""motor_vehicle"": 6, ""junction"": 6, ""cycleway:left:oneway"": 5, ""name:language"": 5, ""opening_hours"": 5, ""cycleway:left:lane"": 5, ""bicycle"": 5, ""cycleway"": 5, ""segregated"": 4, ""loc_ref"": 4, ""barrier"": 4, ""check_date:surface"": 4, ""traffic_signals:sound"": 4, ""button_operated"": 4, ""capacity"": 4, ""old_ref"": 3, ""building"": 3, ""roof:shape"": 3, ""roof:levels"": 3, ""layer"": 3, ""width"": 3, ""building:levels"": 3, ""maxheight"": 3, ""cutting"": 3, ""shoulder"": 2, ""cycleway:right:segregated"": 2, ""check_date:crossing"": 2, ""leisure"": 2, ""kerb"": 2, ""traffic_signals"": 2, ""addr:province"": 1, ""fuel:octane_95"": 1, ""addr:city"": 1, ""fuel:GTL_diesel"": 1, ""place"": 1, ""fuel:octane_100"": 1, ""addr:hamlet"": 1, ""traffic_calming"": 1, ""ref:mise"": 1, ""material"": 1, ""brand"": 1, ""tourism"": 1, ""addr:street"": 1, ""brand:wikipedia"": 1, ""fuel:diesel"": 1, ""addr:postcode"": 1, ""addr:housenumber"": 1, ""addr:state"": 1, ""tunnel"": 1, ""supervised"": 1, ""brand:wikidata"": 1}"
8,6670496,https://www.openstreetmap.org/user/Zarr,2023-06-10 00:00:00+00:00,2023-06-13 07:10:02+00:00,Zarr,42.0,2563.0,0.0,823.0,0.0,3.0,1737.0,0.0,0.0,0.0,0.0,0.0,823.0,0.0,19.0,Canada,StreetComplete 53.1,,"{""highway"": 3, ""name"": 3, ""is_in"": 1, ""attribution"": 1, ""source"": 1, ""surface"": 1, ""lanes"": 1, ""geobase:acquisitionTechnique"": 1}","{""building"": 1239, ""addr:housenumber"": 1090, ""highway"": 839, ""tactile_paving"": 632, ""addr:street"": 567, ""surface"": 449, ""barrier"": 439, ""crossing"": 423, ""footway"": 258, ""crossing:island"": 256, ""kerb"": 221, ""name"": 200, ""crossing:markings"": 198, ""sidewalk:both"": 85, ""lanes"": 63, ""sidewalk:right"": 49, ""button_operated"": 48, ""sidewalk:left"": 41, ""oneway"": 34, ""maxspeed"": 33, ""bicycle"": 33, ""operator"": 32, ""incline"": 31, ""network:wikipedia"": 31, ""network:wikidata"": 31, ""network"": 31, ""public_transport"": 31, ""bus"": 31, ""shelter"": 31, ""bench"": 29, ""source"": 29, ""handrail"": 28, ""hgv"": 25, ""bin"": 25, ""ramp"": 23, ""amenity"": 19, ""check_date"": 19, ""material"": 17, ""ref"": 17, ""power"": 15, ""service"": 15, ""geobase:acquisitionTechnique"": 14, ""attribution"": 14, ""is_in"": 14, ""lanes:forward"": 13, ""lanes:backward"": 13, ""cycleway"": 11, ""opening_hours"": 11, ""lit"": 11, ""smoking"": 10, ""source:url"": 9, ""junction"": 9, ""traffic_signals:sound"": 8, ""turn:lanes:forward"": 7, ""indoor_seating"": 7, ""addr:unit"": 7, ""outdoor_seating"": 7, ""fire_hydrant:type"": 6, ""emergency"": 6, ""cycleway:right"": 6, ""sidewalk"": 6, ""step_count"": 6, ""foot"": 6, ""access"": 5, ""shop"": 5, ""website"": 5, ""backrest"": 4, ""phone"": 4, ""building:levels"": 4, ""segregated"": 3, ""leisure"": 3, ""fire_hydrant:position"": 3, ""cuisine"": 2, ""turn:lanes:backward"": 2, ""toilets:wheelchair"": 2, ""sport"": 2, ""wheelchair"": 2, ""created_by"": 2, ""roof:shape"": 2, ""maxheight"": 2, ""delivery"": 2, ""turn"": 2, ""direction"": 2, ""layer"": 2, ""cycleway:both"": 2, ""lane_markings"": 2, ""takeaway"": 2, ""healthcare"": 1, ""motor_vehicle"": 1, ""parking:both"": 1, ""start_date"": 1, ""addr:city"": 1, ""turn:lanes"": 1, ""bridge"": 1, ""parking:right"": 1, ""cycleway:left"": 1, ""bottle"": 1, ""fountain"": 1, ""addr:postcode"": 1, ""bollard"": 1, ""tunnel"": 1, ""old_name"": 1, ""lcn_ref"": 1, ""area"": 1}"
9,14280033,https://www.openstreetmap.org/user/%E6%9B%B9%E5%8E%BF18%E7%8E%AF,2023-06-10 00:00:00+00:00,2023-06-13 07:10:02+00:00,曹县18环,9.0,2360.0,1895.0,126.0,2.0,256.0,65.0,3.0,7.0,5.0,1.0,0.0,2.0,0.0,1.0,China,Vespucci 19.0.2.0,,"{""building"": 199, ""type"": 7, ""landuse"": 6, ""highway"": 4, ""name"": 4, ""natural"": 3, ""ref"": 3, ""oneway"": 3, ""surface"": 3, ""name:en"": 3, ""name:zh"": 3, ""source"": 1, ""water"": 1, ""name:ko"": 1, ""reservoir_type"": 1}","{""name"": 56, ""highway"": 56, ""oneway"": 47, ""name:en"": 46, ""name:zh"": 46, ""surface"": 32, ""ref"": 26, ""source"": 25, ""bridge"": 14, ""layer"": 12, ""landuse"": 7, ""lanes"": 6, ""type"": 5, ""office"": 3, ""building"": 2, ""government"": 2, ""route"": 1, ""natural"": 1, ""wikidata"": 1, ""official_name"": 1, ""name:zh-Hant"": 1, ""wikipedia"": 1, ""construction"": 1, ""network"": 1, ""denomination"": 1, ""religion"": 1, ""amenity"": 1, ""short_name"": 1}"
