rank,name,profile,uid,changesets,map_changes,countries,editors,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
309,disk42,https://www.openstreetmap.org/user/disk42,19954653,12,73,United States of America,StreetComplete 53.3,3,13,0,3,48,0,0,6,0,0,13,0.0,4.0,"{""bicycle"": 3, ""foot"": 3, ""hgv"": 3, ""highway"": 3, ""horse"": 3, ""lanes"": 3, ""maxspeed"": 3, ""oneway"": 3, ""ref"": 3, ""tiger:cfcc"": 3, ""tiger:county"": 3, ""tiger:name_base"": 3, ""tiger:reviewed"": 3, ""evacuation_route"": 2}","{""highway"": 49, ""name"": 31, ""surface"": 31, ""tiger:cfcc"": 25, ""tiger:county"": 25, ""tiger:reviewed"": 25, ""tiger:name_base"": 21, ""tiger:name_type"": 18, ""lanes"": 17, ""ref"": 16, ""tiger:zip_left"": 15, ""oneway"": 15, ""tiger:zip_right"": 14, ""tiger:name_base_1"": 14, ""maxspeed"": 12, ""crossing"": 9, ""crossing:island"": 9, ""kerb"": 9, ""name_1"": 8, ""hgv"": 8, ""building"": 8, ""source"": 8, ""tactile_paving"": 7, ""network"": 6, ""route"": 6, ""symbol"": 6, ""type"": 6, ""wikidata"": 6, ""wikipedia"": 6, ""addr:housenumber"": 5, ""hgv:national_network"": 5, ""source:hgv:national_network"": 5, ""addr:street"": 4, ""amenity"": 4, ""addr:city"": 3, ""addr:postcode"": 3, ""addr:state"": 3, ""bicycle"": 3, ""foot"": 3, ""horse"": 3, ""direction"": 3, ""check_date"": 2, ""ele"": 2, ""gnis:county_id"": 2, ""gnis:created"": 2, ""gnis:feature_id"": 2, ""gnis:state_id"": 2, ""religion"": 2, ""phone"": 2, ""lane_markings"": 2, ""evacuation_route"": 2, ""symbol_1"": 2, ""brand"": 1, ""brand:wikidata"": 1, ""brand:wikipedia"": 1, ""compressed_air"": 1, ""denomination"": 1, ""tiger:zip_left_1"": 1, ""automated"": 1, ""self_service"": 1, ""tiger:name_base_2"": 1, ""tiger:name_base_3"": 1, ""tiger:name_direction_prefix"": 1, ""destination"": 1, ""destination:ref"": 1, ""tiger:source"": 1, ""tiger:tlid"": 1, ""tiger:upload_uuid"": 1, ""bridge"": 1, ""layer"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
310,Utopedior,https://www.openstreetmap.org/user/Utopedior,13462815,29,73,Germany,StreetComplete 53.0,0,10,0,0,63,0,0,0,0,0,10,0.0,1.0,{},"{""name"": 33, ""railway"": 32, ""public_transport"": 27, ""shelter"": 27, ""train"": 27, ""operator"": 26, ""bench"": 22, ""surface"": 20, ""lit"": 19, ""tactile_paving"": 18, ""highway"": 17, ""ref:IFOPT"": 17, ""bin"": 17, ""building"": 14, ""addr:city"": 11, ""addr:housenumber"": 11, ""addr:postcode"": 11, ""addr:street"": 11, ""wheelchair"": 11, ""check_date:shelter"": 9, ""addr:country"": 7, ""local_ref"": 6, ""handrail"": 6, ""incline"": 6, ""ramp"": 6, ""crossing:barrier"": 5, ""lane_markings"": 5, ""addr:suburb"": 5, ""maxspeed"": 4, ""ref"": 4, ""barrier"": 4, ""cycle_barrier"": 4, ""cycle_barrier:installation"": 4, ""leaf_type"": 3, ""level"": 3, ""disused:shop"": 2, ""oneway"": 2, ""symbol"": 2, ""covered"": 2, ""natural"": 2, ""bridge:structure"": 2, ""man_made"": 2, ""departures_board"": 1, ""source:maxspeed"": 1, ""crossing:bell"": 1, ""crossing:light"": 1, ""crossing:saltire"": 1, ""amenity"": 1, ""cycleway:both"": 1, ""lanes"": 1, ""note"": 1, ""priority_road"": 1, ""winter_service"": 1, ""winter_service:priority"": 1, ""colour"": 1, ""material"": 1, ""step_count"": 1, ""foot"": 1, ""landuse"": 1, ""area"": 1, ""layer"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
311,Robert Knobloch,https://www.openstreetmap.org/user/Robert%20Knobloch,11928550,16,73,The former Yugoslav Republic of Macedonia,"StreetComplete 53.3,Vespucci 19.0.3.0",27,14,6,5,20,1,0,0,0,1,0,0.0,0.0,"{""highway"": 2, ""vehicle"": 1, ""vehicle:conditional"": 1, ""changing_table"": 1, ""shop"": 1, ""toilets:wheelchair"": 1, ""wheelchair"": 1, ""hoops"": 1, ""sport"": 1, ""access"": 1, ""leisure"": 1}","{""highway"": 13, ""building"": 7, ""handrail"": 4, ""surface"": 3, ""ramp"": 3, ""nohousenumber"": 2, ""incline"": 2, ""parking:left"": 2, ""parking:left:orientation"": 2, ""parking:right"": 2, ""building:levels"": 1, ""roof:levels"": 1, ""bicycle"": 1, ""sidewalk"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
312,Ralle61,https://www.openstreetmap.org/user/Ralle61,10592928,12,73,Sweden,StreetComplete 53.3,0,1,0,0,72,0,0,0,0,0,1,0.0,1.0,{},"{""building"": 60, ""addr:housenumber"": 29, ""addr:street"": 19, ""highway"": 12, ""surface"": 12, ""building:levels"": 9, ""roof:levels"": 9, ""name"": 6, ""maxspeed"": 4, ""ref"": 4, ""tracktype"": 3, ""lane_markings"": 3, ""check_date:surface"": 2, ""parking:both"": 1, ""amenity"": 1, ""location"": 1, ""recycling_type"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
313,Liwott,https://www.openstreetmap.org/user/Liwott,11408459,20,72,Belgium,StreetComplete 53.3,0,16,0,0,56,0,0,0,0,0,16,0.0,2.0,{},"{""highway"": 62, ""name"": 46, ""surface"": 45, ""junction"": 16, ""bus"": 14, ""network"": 14, ""operator"": 14, ""public_transport"": 14, ""shelter"": 13, ""network:wikidata"": 10, ""operator:wikidata"": 10, ""ref:TECH"": 10, ""route_ref:TECH"": 10, ""zone:TEC"": 10, ""oneway"": 9, ""ref"": 9, ""lane_markings"": 7, ""bench"": 6, ""network:wikipedia"": 6, ""operator:wikipedia"": 6, ""addr:street"": 6, ""building"": 6, ""addr:housenumber"": 5, ""lanes"": 4, ""toll:hgv"": 4, ""cycleway:right"": 3, ""crossing"": 2, ""amenity"": 2, ""parking"": 2, ""bridge"": 2, ""layer"": 2, ""maxspeed"": 2, ""admin_level"": 2, ""alt_name"": 2, ""boundary"": 2, ""bin"": 2, ""leaf_type"": 2, ""natural"": 2, ""crossing:island"": 1, ""destination"": 1, ""maxweight:signed"": 1, ""crossing_ref"": 1, ""tactile_paving"": 1, ""name:fr"": 1, ""opening_hours"": 1, ""shop"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
314,AlexFringilla,https://www.openstreetmap.org/user/AlexFringilla,5632617,1,72,Spain,Go Map!! 3.4.8,23,20,10,5,6,8,0,0,0,0,1,0.0,0.0,"{""railway"": 5, ""electrified"": 4, ""gauge"": 4}","{""electrified"": 6, ""gauge"": 6, ""railway"": 6, ""name"": 1, ""tourism"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
315,aeszter,https://www.openstreetmap.org/user/aeszter,2573759,15,72,Germany,"StreetComplete 53.3,Vespucci 19.0.3.0",0,8,0,0,64,0,0,0,0,0,8,0.0,5.0,{},"{""highway"": 65, ""surface"": 61, ""tracktype"": 41, ""lit"": 37, ""smoothness"": 36, ""name"": 33, ""survey:date"": 17, ""snowplowing:category"": 12, ""check_date:tracktype"": 11, ""sidewalk"": 9, ""foot"": 7, ""source"": 7, ""maxspeed"": 7, ""source:maxspeed"": 7, ""traffic_sign"": 6, ""check_date"": 6, ""amenity"": 5, ""motor_vehicle"": 5, ""access"": 5, ""bicycle"": 5, ""material"": 4, ""alt_name"": 4, ""sac_scale"": 3, ""lane_markings"": 3, ""handrail"": 3, ""tactile_paving"": 3, ""seats"": 2, ""backrest"": 2, ""cycleway:both"": 2, ""service"": 2, ""incline"": 2, ""ramp"": 2, ""step_count"": 2, ""check_date:crossing"": 2, ""crossing"": 2, ""oneway"": 2, ""leaf_type"": 1, ""natural"": 1, ""check_date:surface"": 1, ""motorcar"": 1, ""mtb:scale"": 1, ""operator"": 1, ""ref"": 1, ""maxweight"": 1, ""traffic_sign:forward"": 1, ""old_name:2002-05-03--2011-04-07"": 1, ""capacity"": 1, ""parking"": 1, ""cycleway:left"": 1, ""cycleway:right"": 1, ""cycleway:right:lane"": 1, ""width"": 1, ""barrier"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
316,Lymkwi,https://www.openstreetmap.org/user/Lymkwi,15112809,25,72,,StreetComplete 53.3,0,63,0,0,9,0,0,0,0,0,63,0.0,6.0,{},"{""highway"": 55, ""crossing"": 37, ""crossing:island"": 31, ""tactile_paving"": 21, ""name"": 18, ""bus"": 16, ""public_transport"": 16, ""shelter"": 16, ""bench"": 14, ""bin"": 10, ""bicycle"": 10, ""departures_board"": 8, ""direction"": 8, ""network"": 8, ""operator"": 8, ""crossing:markings"": 7, ""amenity"": 6, ""leisure"": 4, ""surface"": 4, ""parking"": 4, ""covered"": 3, ""access"": 3, ""foot"": 3, ""oneway"": 3, ""emergency"": 2, ""fire_hydrant:position"": 2, ""fire_hydrant:type"": 2, ""lit"": 2, ""fee"": 2, ""segregated"": 2, ""sport"": 1, ""traffic_calming"": 1, ""check_date:recycling"": 1, ""recycling:glass_bottles"": 1, ""recycling_type"": 1, ""craft"": 1, ""opening_hours"": 1, ""shop"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
317,Streetline,https://www.openstreetmap.org/user/Streetline,19956373,30,71,Germany,StreetComplete_ee 53.32,0,26,1,0,44,0,0,0,0,0,25,0.0,3.0,{},"{""addr:city"": 28, ""addr:country"": 28, ""addr:housenumber"": 28, ""addr:postcode"": 28, ""addr:street"": 28, ""highway"": 24, ""building"": 23, ""name"": 20, ""public_transport"": 18, ""shelter"": 18, ""tactile_paving"": 17, ""wheelchair"": 14, ""bench"": 14, ""bus"": 11, ""bin"": 10, ""surface"": 9, ""crossing"": 8, ""local_ref"": 8, ""bicycle"": 6, ""traffic_signals:sound"": 6, ""shop"": 5, ""button_operated"": 5, ""segregated"": 5, ""area"": 5, ""building:use:residential"": 4, ""ref:IFOPT"": 4, ""lit"": 4, ""foot"": 4, ""abandoned:public_transport"": 4, ""abandoned:railway"": 4, ""access"": 4, ""description"": 4, ""old_name"": 4, ""old_ref"": 4, ""railway"": 4, ""check_date:crossing"": 4, ""crossing:markings"": 4, ""crossing_ref"": 4, ""ref"": 4, ""amenity"": 3, ""opening_hours"": 3, ""toilets:wheelchair"": 3, ""footway:surface"": 3, ""building:levels"": 2, ""wheelchair:description"": 2, ""brand"": 2, ""brand:wikidata"": 2, ""brand:wikipedia"": 2, ""indoor"": 2, ""layer"": 2, ""level"": 2, ""check_date"": 2, ""man_made"": 2, ""traffic_signals:vibration"": 2, ""check_date:traffic_signals:sound"": 2, ""female:signed"": 2, ""male:signed"": 2, ""operator"": 2, ""payment:coins"": 2, ""vending"": 2, ""architect"": 1, ""heritage"": 1, ""heritage:image"": 1, ""heritage:operator"": 1, ""heritage:operator:short"": 1, ""heritage:ref"": 1, ""heritage:since"": 1, ""roof:shape"": 1, ""year_of_construction"": 1, ""cuisine"": 1, ""crossing:island"": 1, ""source"": 1, ""cycleway:surface"": 1, ""incline"": 1, ""step_count"": 1, ""camera:angle"": 1, ""camera:direction"": 1, ""camera:mount"": 1, ""camera:type"": 1, ""height"": 1, ""surveillance"": 1, ""surveillance:type"": 1, ""bridge:structure"": 1, ""building:part"": 1, ""covered"": 1, ""source:outline"": 1, ""aed:note"": 1, ""aed:note:de"": 1, ""emergency"": 1, ""tourism"": 1, ""website"": 1, ""phone"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
318,sagarawrz07,https://www.openstreetmap.org/user/sagarawrz07,4831756,15,71,"Estonia,Latvia",StreetComplete 53.3,0,26,0,0,45,0,0,0,0,0,26,0.0,0.0,{},"{""highway"": 45, ""surface"": 37, ""smoothness"": 33, ""lanes"": 30, ""lit"": 30, ""maxspeed"": 25, ""foot"": 22, ""name"": 17, ""tactile_paving"": 15, ""sidewalk"": 15, ""ref"": 15, ""junction"": 14, ""material"": 11, ""power"": 11, ""crossing"": 11, ""oneway"": 8, ""addr:city"": 6, ""addr:country"": 6, ""addr:housenumber"": 6, ""addr:street"": 6, ""building"": 6, ""maxspeed:type"": 5, ""addr:postcode"": 5, ""ref:LV:addr"": 5, ""barrier"": 4, ""kerb"": 4, ""public_transport"": 3, ""shelter"": 3, ""building:levels"": 2, ""bench"": 2, ""leaf_type"": 2, ""natural"": 2, ""bus"": 2, ""sidewalk:left"": 2, ""sidewalk:right"": 2, ""crossing:island"": 2, ""footway"": 2, ""maaamet:orig_tunnus"": 1, ""roof:shape"": 1, ""source"": 1, ""source:addr"": 1, ""crossing:barrier"": 1, ""railway"": 1, ""alt_name"": 1, ""check_date:shelter"": 1, ""name:lv"": 1, ""name:ru"": 1, ""bicycle"": 1, ""segregated"": 1, ""width"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
319,that_dude,https://www.openstreetmap.org/user/that_dude,11342958,22,71,Italy,StreetComplete 53.3,18,28,0,0,25,0,0,0,0,18,28,9.0,23.0,"{""name"": 15, ""amenity"": 9, ""shop"": 7, ""cuisine"": 4, ""office"": 2}","{""name"": 25, ""amenity"": 23, ""highway"": 20, ""check_date"": 17, ""surface"": 9, ""handrail"": 9, ""ramp"": 7, ""cuisine"": 5, ""incline"": 5, ""public_transport"": 5, ""shelter"": 5, ""railway"": 4, ""step_count"": 3, ""tactile_paving"": 3, ""bench"": 3, ""shop"": 2, ""bicycle"": 2, ""oneway"": 2, ""building"": 2, ""crossing"": 2, ""crossing:island"": 2, ""bin"": 2, ""dispensing"": 1, ""information"": 1, ""tourism"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""internet_access"": 1, ""contact:housenumber"": 1, ""contact:street"": 1, ""wheelchair"": 1, ""lanes"": 1, ""maxspeed"": 1, ""oneway:bicycle"": 1, ""emergency"": 1, ""goods"": 1, ""lit"": 1, ""motor_vehicle"": 1, ""taxi"": 1, ""bridge:structure"": 1, ""layer"": 1, ""man_made"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
320,MacPerpet,https://www.openstreetmap.org/user/MacPerpet,11268860,35,71,Germany,StreetComplete_ee 53.32,1,20,0,0,50,0,0,0,0,1,20,1.0,21.0,"{""amenity"": 1, ""healthcare"": 1, ""name"": 1}","{""addr:city"": 30, ""addr:country"": 30, ""addr:housenumber"": 30, ""addr:postcode"": 30, ""addr:street"": 30, ""name"": 29, ""building"": 25, ""highway"": 22, ""surface"": 22, ""amenity"": 21, ""wheelchair"": 17, ""smoothness"": 14, ""cuisine"": 11, ""indoor_seating"": 11, ""outdoor_seating"": 11, ""building:levels"": 11, ""roof:levels"": 11, ""roof:shape"": 11, ""access"": 10, ""phone"": 9, ""source:addr"": 9, ""source:geometry"": 9, ""opening_hours"": 8, ""bicycle"": 8, ""lit"": 8, ""roof:material"": 7, ""roof:orientation"": 7, ""smoking"": 6, ""toilets:wheelchair"": 6, ""parking"": 6, ""fee"": 6, ""service"": 6, ""addr:suburb"": 5, ""diet:vegetarian"": 5, ""tourism"": 5, ""check_date"": 5, ""entrance"": 4, ""source"": 3, ""oneway"": 3, ""website"": 3, ""shop"": 3, ""diet:vegan"": 2, ""internet_access"": 2, ""toilets"": 2, ""payment:credit_cards"": 2, ""payment:debit_cards"": 2, ""foot"": 2, ""maxspeed"": 2, ""lanes"": 2, ""maxspeed:type"": 2, ""motor_vehicle"": 2, ""check_date:opening_hours"": 2, ""width"": 2, ""tracktype"": 2, ""changing_table"": 1, ""building:colour"": 1, ""collection_times"": 1, ""opening_hours:signed"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
321,AmOosm,https://www.openstreetmap.org/user/AmOosm,12950127,12,71,"Latvia,Estonia",StreetComplete 53.3,0,54,0,0,17,0,0,0,0,0,54,0.0,1.0,{},"{""highway"": 70, ""name"": 64, ""shelter"": 52, ""bench"": 38, ""bus"": 34, ""public_transport"": 34, ""bin"": 25, ""surface"": 16, ""ref"": 14, ""lanes"": 13, ""tactile_paving"": 12, ""maxspeed"": 11, ""gtfs_id"": 9, ""source"": 9, ""bicycle"": 3, ""check_date:shelter"": 3, ""crossing"": 2, ""crossing:island"": 2, ""oneway"": 2, ""foot"": 1, ""lit"": 1, ""segregated"": 1, ""check_date:tactile_paving"": 1, ""bridge"": 1, ""layer"": 1, ""maxweight:signed"": 1, ""tracktype"": 1, ""amenity"": 1, ""parking"": 1, ""crossing:markings"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
322,Andrew Chadwick,https://www.openstreetmap.org/user/Andrew%20Chadwick,27408,15,70,U.K. of Great Britain and Northern Ireland,"Vespucci 19.0.3.0,StreetComplete 53.3",8,13,1,0,47,1,0,0,0,7,12,4.0,5.0,"{""amenity"": 4, ""bicycle_parking"": 4, ""capacity"": 4, ""fixme"": 3, ""covered"": 3, ""lit"": 2, ""bicycle_rental"": 1}","{""highway"": 48, ""lit"": 34, ""name"": 31, ""surface"": 27, ""is_in"": 19, ""maxspeed"": 19, ""maxspeed:note"": 19, ""source"": 11, ""sidewalk"": 9, ""bench"": 9, ""bus"": 9, ""naptan:AtcoCode"": 9, ""naptan:Bearing"": 9, ""naptan:CommonName"": 9, ""naptan:Indicator"": 9, ""naptan:Landmark"": 9, ""naptan:NaptanCode"": 9, ""naptan:PlusbusZoneRef"": 9, ""naptan:Street"": 9, ""naptan:verified"": 9, ""public_transport"": 9, ""shelter"": 9, ""bin"": 7, ""created_by"": 6, ""amenity"": 5, ""tactile_paving"": 5, ""building"": 4, ""parking"": 3, ""capacity"": 2, ""oneway"": 2, ""access"": 2, ""addr:housename"": 2, ""alt_name"": 2, ""addr:city"": 2, ""addr:country"": 2, ""addr:housenumber"": 2, ""addr:street"": 2, ""building:levels"": 1, ""building:material"": 1, ""disused:shop"": 1, ""level"": 1, ""old_name"": 1, ""organic"": 1, ""roof:shape"": 1, ""shop"": 1, ""source:building"": 1, ""wheelchair"": 1, ""bicycle_parking"": 1, ""disused:amenity"": 1, ""brand"": 1, ""fee"": 1, ""maxstay"": 1, ""operator"": 1, ""park_ride"": 1, ""short_name"": 1, ""short_route_ref"": 1, ""leisure"": 1, ""backrest"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
323,Hasyame,https://www.openstreetmap.org/user/Hasyame,12716259,16,70,France,"StreetComplete_ee 53.31,Vespucci 19.0.3.0",23,6,0,3,38,0,0,0,0,0,5,0.0,2.0,"{""highway"": 3, ""maxspeed:conditional"": 3, ""maxspeed:forward"": 3, ""surface"": 3, ""vehicle"": 3}","{""highway"": 37, ""surface"": 35, ""tracktype"": 8, ""name"": 7, ""source"": 6, ""oneway"": 4, ""material"": 3, ""power"": 3, ""maxspeed:conditional"": 3, ""maxspeed:forward"": 3, ""access"": 2, ""amenity"": 2, ""parking"": 2, ""service"": 2, ""lane_markings"": 2, ""crossing"": 2, ""crossing:markings"": 2, ""crossing_ref"": 2, ""trailblazed"": 2, ""vehicle"": 2, ""fee"": 1, ""tactile_paving"": 1, ""bicycle"": 1, ""foot"": 1, ""mtb"": 1, ""sac_scale"": 1, ""building"": 1, ""check_date:surface"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
324,Alexandre148025,https://www.openstreetmap.org/user/Alexandre148025,191786,1,69,France,OsmAnd 4.4.7,43,25,0,0,1,0,0,0,0,43,24,12.0,14.0,"{""name"": 27, ""shop"": 15, ""amenity"": 12, ""office"": 8, ""leisure"": 2, ""man_made"": 2, ""craft"": 2, ""emergency"": 1, ""tourism"": 1}","{""name"": 21, ""amenity"": 14, ""shop"": 8, ""wheelchair"": 5, ""cuisine"": 4, ""ref:FR:SIRET"": 2, ""brand"": 2, ""brand:wikidata"": 2, ""brand:wikipedia"": 2, ""office"": 2, ""branch"": 1, ""contact:city"": 1, ""contact:housenumber"": 1, ""contact:phone"": 1, ""contact:postcode"": 1, ""contact:street"": 1, ""short_name"": 1, ""takeaway"": 1, ""opening_hours"": 1, ""tourism"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
325,rsham,https://www.openstreetmap.org/user/rsham,68947,17,69,Germany,StreetComplete 53.0,0,34,0,0,35,0,0,0,0,0,34,0.0,2.0,{},"{""highway"": 50, ""tactile_paving"": 24, ""name"": 23, ""surface"": 23, ""crossing"": 19, ""lit"": 14, ""crossing:island"": 12, ""bench"": 11, ""public_transport"": 11, ""route_ref"": 11, ""shelter"": 11, ""maxspeed"": 11, ""width"": 11, ""bicycle"": 11, ""foot"": 11, ""cycleway:both"": 10, ""building"": 10, ""button_operated"": 10, ""bin"": 9, ""lane_markings"": 9, ""lcn"": 9, ""sidewalk"": 8, ""waste_basket"": 8, ""access"": 7, ""goods"": 7, ""hgv"": 7, ""horse"": 7, ""motorcar"": 7, ""motorcycle"": 7, ""source:width"": 6, ""traffic_signals:vibration"": 5, ""traffic_signals:sound"": 4, ""source:maxspeed"": 3, ""check_date:shelter"": 3, ""barrier"": 3, ""bollard"": 3, ""local_ref"": 2, ""amenity"": 2, ""parking"": 2, ""addr:city"": 2, ""addr:country"": 2, ""addr:postcode"": 2, ""addr:street"": 2, ""oneway"": 1, ""dog"": 1, ""addr:housenumber"": 1, ""maxspeed:type"": 1, ""emergency"": 1, ""fire_hydrant:diameter:signed"": 1, ""fire_hydrant:position"": 1, ""fire_hydrant:type"": 1, ""building:levels"": 1, ""roof:levels"": 1, ""roof:shape"": 1, ""segregated"": 1, ""surface:note"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
326,drone621,https://www.openstreetmap.org/user/drone621,8887308,10,69,United States of America,StreetComplete_ee 53.32,0,11,0,0,58,0,0,0,0,0,11,0.0,0.0,{},"{""source"": 57, ""building"": 48, ""addr:housenumber"": 45, ""addr:street"": 45, ""addr:city"": 44, ""addr:postcode"": 44, ""addr:state"": 44, ""name"": 20, ""network"": 16, ""public_transport"": 16, ""highway"": 14, ""attribution"": 13, ""operator"": 13, ""network:wikidata"": 12, ""shelter"": 12, ""bench"": 11, ""bus"": 9, ""network:wikipedia"": 9, ""ref"": 9, ""bin"": 8, ""railway"": 7, ""subway"": 7, ""tactile_paving"": 5, ""lit"": 5, ""condition"": 4, ""lanes"": 4, ""massgis:way_id"": 4, ""surface"": 4, ""width"": 4, ""departures_board"": 4, ""station"": 4, ""wheelchair"": 3, ""area"": 3, ""air_conditioning"": 3, ""baby_feeding"": 3, ""internet_access"": 3, ""internet_access:fee"": 3, ""level"": 3, ""train"": 3, ""maxspeed"": 2, ""addr:unit"": 1, ""crossing"": 1, ""crossing:island"": 1, ""oneway"": 1, ""wikidata"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
327,remedyfirst,https://www.openstreetmap.org/user/remedyfirst,8084878,16,69,Austria,StreetComplete 53.3,0,2,0,0,67,0,0,0,0,0,2,0.0,0.0,{},"{""highway"": 63, ""surface"": 58, ""name"": 50, ""sidewalk"": 49, ""lit"": 46, ""maxspeed"": 43, ""cycleway:both"": 39, ""oneway"": 32, ""lanes"": 29, ""ref"": 16, ""placement"": 12, ""maxspeed:type"": 11, ""cycleway:left"": 11, ""cycleway:right"": 11, ""source"": 11, ""lanes:backward"": 8, ""lanes:forward"": 8, ""turn:lanes"": 7, ""cycleway:both:lane"": 6, ""cycleway:right:lane"": 6, ""oneway:bicycle"": 5, ""foot"": 5, ""wheelchair"": 5, ""lane_markings"": 5, ""level"": 5, ""addr:city"": 4, ""addr:country"": 4, ""addr:housenumber"": 4, ""addr:postcode"": 4, ""addr:street"": 4, ""addr:suburb"": 4, ""building"": 4, ""bicycle"": 4, ""sidewalk:both:surface"": 4, ""smoothness"": 4, ""sidewalk:left:surface"": 4, ""funicular"": 4, ""public_transport"": 4, ""railway"": 4, ""shelter"": 4, ""cycleway:right:oneway"": 3, ""tactile_paving"": 3, ""bench"": 3, ""cycleway:left:oneway"": 2, ""layer"": 2, ""sidewalk:right:surface"": 2, ""bin"": 2, ""oneway:psv"": 1, ""psv:lanes:backward"": 1, ""cycleway:right:segregated"": 1, ""bridge"": 1, ""bridge:structure"": 1, ""man_made"": 1, ""segregated"": 1, ""button_operated"": 1, ""crossing"": 1, ""crossing:island"": 1, ""crossing:markings"": 1, ""traffic_signals:sound"": 1, ""traffic_signals:vibration"": 1, ""brand"": 1, ""check_date"": 1, ""office"": 1, ""website"": 1, ""vehicle"": 1, ""sidewalk:right:smoothness"": 1, ""cycleway:left:lane"": 1, ""reg_name"": 1, ""handrail"": 1, ""incline"": 1, ""ramp"": 1, ""step_count"": 1, ""turn:lanes:backward"": 1, ""motor_vehicle"": 1, ""psv"": 1, ""taxi"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
328,FoodPanda_Dyllan,https://www.openstreetmap.org/user/FoodPanda_Dyllan,10580696,2,68,Philippines,Go Map!! 3.4.8,53,9,1,1,4,0,0,0,0,1,4,0.0,1.0,"{""name"": 1, ""shop"": 1, ""bicycle"": 1, ""foot"": 1, ""highway"": 1, ""smoothness"": 1, ""surface"": 1}","{""highway"": 6, ""smoothness"": 3, ""surface"": 3, ""name"": 2, ""maxspeed"": 2, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""air_conditioning"": 1, ""parts"": 1, ""payment:cash"": 1, ""payment:telephone_cards"": 1, ""repair"": 1, ""second_hand"": 1, ""service:bicycle:pump"": 1, ""service:bicycle:repair"": 1, ""service:bicycle:retail"": 1, ""service:bicycle:tools"": 1, ""shop"": 1, ""stroller"": 1, ""amenity"": 1, ""crossing"": 1, ""crossing:markings"": 1, ""crossing_ref"": 1, ""cycleway"": 1, ""tactile_paving"": 1, ""wheelchair"": 1, ""lanes"": 1, ""oneway"": 1, ""bicycle"": 1, ""foot"": 1}",,2023-07-23 00:00:00+00:00,2023-07-24 00:00:00+00:00
